ID_cliente,Contrato,Facturacion_electronica,Metodo_pago,Cargos_mensuales,Cargos_totales,Abandono
1015-JPFYW,Un año,No,Cheque por correo,19.45,136.75,No
6645-MXQJT,Mes a mes,No,Cheque electrónico,97.1,184.15,No
4360-QRAVE,Mes a mes,No,Cheque electrónico,36.65,1315.0,No
8433-WPJTV,Un año,Sí,Transferencia bancaria (automática),103.9,6767.1,No
5804-JMYIO,Dos años,No,Cheque por correo,19.75,757.95,No
3763-GCZHZ,Un año,Sí,Cheque electrónico,104.05,6890.0,Sí
6484-LATFU,Dos años,No,Cheque por correo,24.55,1657.4,No
7599-NTMDP,Dos años,No,Transferencia bancaria (automática),48.7,3008.55,No
0772-GYEQQ,Mes a mes,Sí,Cheque por correo,88.35,262.05,Sí
0536-ACXIP,Dos años,Sí,Cheque electrónico,109.55,8165.1,No
0936-NQLJU,Dos años,No,Tarjeta de crédito (automática),20.65,875.55,No
2878-RMWXY,Dos años,Sí,Tarjeta de crédito (automática),102.65,7550.3,No
4831-EOBFE,Mes a mes,No,Tarjeta de crédito (automática),94.65,2649.15,Sí
1575-KRZZE,Mes a mes,No,Cheque electrónico,55.2,220.65,No
3251-YMVWZ,Un año,No,Transferencia bancaria (automática),24.05,1301.9,No
4102-OQUPX,Mes a mes,Sí,Cheque electrónico,74.4,74.4,Sí
9170-GYZJC,Mes a mes,No,Tarjeta de crédito (automática),79.9,3326.2,Sí
4884-LEVMQ,Dos años,Sí,Transferencia bancaria (automática),20.45,790.0,No
8857-CUPFQ,Dos años,No,Cheque por correo,19.25,1237.65,No
7610-TVOPG,Mes a mes,Sí,Cheque electrónico,26.35,378.6,No
3638-DIMPH,Un año,No,Cheque electrónico,43.8,592.65,No
1845-ZLLIG,Mes a mes,Sí,Cheque por correo,50.15,50.15,No
8559-WNQZS,Dos años,No,Cheque por correo,20.45,20.45,No
3999-QGRJH,Mes a mes,Sí,Cheque electrónico,69.7,560.85,Sí
1699-UOTXU,Dos años,No,Cheque electrónico,61.4,3638.25,No
2454-RPBRZ,Mes a mes,Sí,Cheque electrónico,98.1,1060.2,Sí
0635-WKOLD,Un año,No,Tarjeta de crédito (automática),70.75,2921.75,No
5993-JSUWV,Dos años,Sí,Transferencia bancaria (automática),61.15,4017.45,No
4518-FZBSX,Un año,No,Cheque por correo,20.25,854.9,No
5387-ASZNZ,Un año,Sí,Tarjeta de crédito (automática),63.85,4174.35,No
6988-CJEYV,Mes a mes,No,Cheque electrónico,98.7,4920.55,No
2002-MZHWP,Mes a mes,No,Cheque por correo,20.5,20.5,Sí
3097-FQTVJ,Dos años,No,Cheque por correo,20.0,810.3,No
5465-BUBFA,Dos años,No,Transferencia bancaria (automática),19.3,772.4,No
7299-GNVPL,Mes a mes,No,Cheque por correo,84.4,1936.85,No
9743-DQKQW,Mes a mes,No,Cheque electrónico,25.1,79.8,No
1215-VFYVK,Mes a mes,No,Cheque por correo,48.25,202.25,No
9371-BITHB,Dos años,No,Cheque por correo,19.85,1070.5,No
2265-CYWIV,Mes a mes,Sí,Cheque electrónico,99.6,347.65,Sí
9093-FPDLG,Mes a mes,Sí,Cheque electrónico,94.2,999.9,No
0541-FITGH,Mes a mes,Sí,Cheque por correo,62.15,113.1,No
6985-HAYWX,Mes a mes,No,Transferencia bancaria (automática),79.3,2015.8,No
7508-KBIMB,Un año,Sí,Tarjeta de crédito (automática),56.25,1454.25,No
6838-HVLXG,Mes a mes,No,Cheque por correo,20.3,246.7,No
2277-DJJDL,Mes a mes,Sí,Cheque electrónico,99.0,6017.9,No
1897-OKVMW,Dos años,Sí,Cheque por correo,90.6,5817.45,No
5485-ITNPC,Dos años,Sí,Transferencia bancaria (automática),85.9,5595.3,No
0233-FTHAV,Un año,Sí,Transferencia bancaria (automática),79.2,4765.0,No
4644-PIZRT,Un año,Sí,Transferencia bancaria (automática),70.35,1201.65,No
8922-NPKBJ,Dos años,No,Cheque por correo,19.35,867.3,No
2740-TVLFN,Mes a mes,Sí,Cheque electrónico,50.15,50.15,No
7771-CFQRQ,Dos años,No,Transferencia bancaria (automática),63.8,3007.25,No
9512-PHSMG,Mes a mes,Sí,Cheque por correo,20.55,252.75,No
6963-EZQEE,Dos años,Sí,Tarjeta de crédito (automática),88.55,6306.5,No
2452-KDRRH,Mes a mes,Sí,Tarjeta de crédito (automática),101.4,6841.05,No
2004-OCQXK,Mes a mes,Sí,Cheque electrónico,81.95,81.95,Sí
5027-QPKTE,Mes a mes,Sí,Cheque electrónico,69.35,451.1,Sí
4146-SVFUD,Mes a mes,No,Cheque por correo,44.6,44.6,No
1564-HJUVY,Mes a mes,Sí,Transferencia bancaria (automática),63.75,226.2,No
3617-XLSGQ,Dos años,No,Transferencia bancaria (automática),109.25,7082.5,No
7517-LDMPS,Mes a mes,Sí,Cheque electrónico,84.6,1017.35,No
7244-KXYZN,Un año,No,Tarjeta de crédito (automática),20.45,527.35,No
5226-NOZFC,Mes a mes,Sí,Cheque electrónico,85.75,2146.5,No
2672-HUYVI,Mes a mes,Sí,Cheque electrónico,91.1,455.3,Sí
1400-WIVLL,Dos años,No,Cheque electrónico,107.95,5969.85,No
7508-MYBOG,Mes a mes,Sí,Cheque electrónico,86.1,1235.55,Sí
8148-NLEGT,Dos años,No,Cheque electrónico,22.95,1014.25,No
0148-DCDOS,Mes a mes,Sí,Transferencia bancaria (automática),94.7,2362.1,Sí
8347-GDTMP,Dos años,No,Tarjeta de crédito (automática),19.45,1225.65,No
9992-RRAMN,Mes a mes,Sí,Cheque electrónico,85.1,1873.7,Sí
6746-WAUWT,Un año,Sí,Tarjeta de crédito (automática),19.7,386.5,No
0310-MVLET,Mes a mes,Sí,Cheque electrónico,99.15,6010.05,Sí
0428-IKYCP,Mes a mes,Sí,Transferencia bancaria (automática),87.0,1850.65,No
4550-VBOFE,Mes a mes,Sí,Cheque electrónico,102.95,7101.5,Sí
2187-PKZAY,Mes a mes,Sí,Transferencia bancaria (automática),79.95,1043.4,No
4003-OCTMP,Un año,Sí,Cheque electrónico,64.0,1910.75,No
6652-YFFJO,Mes a mes,Sí,Cheque electrónico,64.9,716.1,No
7225-IILWY,Dos años,No,Cheque por correo,25.75,1686.15,No
5248-RPYWW,Dos años,Sí,Transferencia bancaria (automática),90.15,6716.45,No
7923-IYJWY,Dos años,Sí,Tarjeta de crédito (automática),116.1,7839.85,No
3170-GWYKC,Mes a mes,Sí,Transferencia bancaria (automática),104.95,6236.75,No
5696-QURRL,Mes a mes,Sí,Cheque por correo,45.05,45.05,Sí
7409-KIUTL,Mes a mes,Sí,Cheque electrónico,71.0,71.0,Sí
9830-ECLEN,Un año,No,Cheque por correo,50.0,2919.85,No
1732-VHUBQ,Mes a mes,No,Transferencia bancaria (automática),70.55,3309.25,Sí
0495-RVCBF,Mes a mes,Sí,Cheque electrónico,79.7,79.7,Sí
2668-TZSPS,Mes a mes,No,Cheque por correo,20.45,20.45,No
7854-EDSSA,Mes a mes,No,Cheque electrónico,59.0,1254.7,Sí
8869-TORSS,Un año,Sí,Tarjeta de crédito (automática),60.35,2896.4,Sí
7446-SFAOA,Un año,Sí,Transferencia bancaria (automática),19.85,717.5,No
9522-ZSINC,Un año,Sí,Cheque electrónico,19.95,253.8,No
8234-GSZYK,Dos años,No,Transferencia bancaria (automática),26.45,1110.05,No
6505-OZNPG,Dos años,Sí,Cheque por correo,63.4,348.8,No
6164-HAQTX,Dos años,No,Transferencia bancaria (automática),53.95,3888.65,No
0679-IDSTG,Mes a mes,Sí,Cheque electrónico,69.25,69.25,Sí
7765-LWVVH,Dos años,Sí,Cheque electrónico,95.1,6843.15,No
1658-TJVOA,Mes a mes,Sí,Cheque electrónico,74.1,450.9,No
0953-LGOVU,Mes a mes,No,Cheque por correo,35.5,432.25,No
2115-BFTIW,Mes a mes,No,Cheque por correo,70.95,1767.35,Sí
4692-NNQRU,Un año,No,Cheque electrónico,79.2,1742.45,No
7742-MYPGI,Mes a mes,Sí,Cheque por correo,48.8,297.35,No
0611-DFXKO,Mes a mes,Sí,Cheque por correo,89.0,1820.45,Sí
7780-OTDSO,Mes a mes,Sí,Cheque electrónico,99.4,1742.95,Sí
9619-GSATL,Un año,No,Cheque electrónico,55.45,2444.25,No
5622-UEJFI,Dos años,Sí,Tarjeta de crédito (automática),25.4,949.8,No
9747-DDZOS,Mes a mes,No,Transferencia bancaria (automática),73.5,73.5,Sí
0674-DGMAQ,Mes a mes,Sí,Cheque electrónico,93.5,2970.8,No
6203-HBZPA,Dos años,No,Tarjeta de crédito (automática),63.9,3334.95,No
0484-FFVBJ,Un año,Sí,Transferencia bancaria (automática),64.85,2010.95,No
0301-FIDRB,Dos años,Sí,Transferencia bancaria (automática),63.8,4684.3,No
4139-JPIAM,Mes a mes,Sí,Tarjeta de crédito (automática),44.45,2181.55,No
2181-TIDSV,Dos años,Sí,Transferencia bancaria (automática),19.95,1303.25,No
2761-XECQW,Mes a mes,Sí,Cheque por correo,43.35,371.4,No
1936-CZAKF,Dos años,No,Tarjeta de crédito (automática),49.65,2409.9,No
9453-PATOS,Dos años,No,Cheque por correo,85.1,6155.4,No
0564-JJHGS,Mes a mes,Sí,Cheque electrónico,95.5,829.1,Sí
3348-CFRNX,Mes a mes,Sí,Cheque por correo,92.35,2602.9,Sí
4402-FTBXC,Mes a mes,No,Cheque por correo,89.8,4667.0,No
1428-GTBJJ,Mes a mes,Sí,Cheque electrónico,74.55,824.75,Sí
2931-XIQBR,Un año,No,Cheque por correo,103.05,5153.5,No
0106-UGRDO,Dos años,Sí,Cheque electrónico,116.0,8182.85,No
5542-TBBWB,Mes a mes,Sí,Cheque electrónico,69.9,69.9,No
1930-QPBVZ,Dos años,No,Transferencia bancaria (automática),95.1,6683.4,No
2606-PKWJB,Un año,No,Cheque por correo,40.25,1564.05,No
5322-ZSMZY,Dos años,No,Cheque por correo,25.75,755.6,No
8059-UDZFY,Mes a mes,Sí,Transferencia bancaria (automática),105.35,3465.05,No
7740-BTPUX,Dos años,Sí,Cheque electrónico,113.6,6292.7,No
5220-AGAAX,Dos años,Sí,Transferencia bancaria (automática),24.0,1664.3,No
0208-BPQEJ,Mes a mes,No,Transferencia bancaria (automática),19.4,198.1,No
4770-QAZXN,Mes a mes,No,Tarjeta de crédito (automática),19.45,232.1,No
9435-JMLSX,Dos años,Sí,Transferencia bancaria (automática),86.1,6045.9,No
3352-ALMCK,Mes a mes,Sí,Cheque por correo,102.65,4108.15,No
5312-IRCFR,Un año,Sí,Cheque electrónico,92.85,5980.75,No
5294-IMHHT,Un año,No,Transferencia bancaria (automática),97.75,5043.2,No
8802-UNOJF,Mes a mes,Sí,Cheque por correo,83.8,1029.75,Sí
6313-GIDIT,Mes a mes,Sí,Cheque electrónico,54.45,2854.55,Sí
6176-YJWAS,Dos años,Sí,Tarjeta de crédito (automática),97.95,7114.25,No
5310-NOOVA,Dos años,No,Cheque electrónico,19.95,907.05,No
4526-EXKKN,Dos años,Sí,Cheque por correo,24.6,973.95,No
5311-IHLEI,Mes a mes,Sí,Transferencia bancaria (automática),50.95,605.75,No
3987-KQDDU,Mes a mes,No,Cheque electrónico,75.6,661.55,No
3404-JNXAX,Mes a mes,Sí,Cheque electrónico,80.75,4116.9,No
5131-PONJI,Mes a mes,Sí,Tarjeta de crédito (automática),90.4,4494.65,No
2845-AFFTX,Mes a mes,Sí,Cheque electrónico,99.8,4259.3,Sí
3489-VSFRD,Un año,Sí,Tarjeta de crédito (automática),60.25,3282.75,No
3345-JHUEO,Mes a mes,Sí,Cheque electrónico,20.2,55.7,No
5815-HGGHV,Un año,Sí,Cheque por correo,64.15,1274.45,No
5260-UMPWX,Mes a mes,Sí,Tarjeta de crédito (automática),20.25,493.95,No
2249-YPRNG,Mes a mes,Sí,Transferencia bancaria (automática),105.85,2239.65,Sí
7410-YTJIK,Mes a mes,No,Cheque por correo,75.45,480.75,Sí
4626-GYCZP,Mes a mes,Sí,Cheque electrónico,93.85,635.6,Sí
5649-RXQTV,Mes a mes,Sí,Cheque electrónico,99.0,5038.15,No
2674-MIAHT,Mes a mes,Sí,Cheque por correo,80.3,324.2,No
2576-HXMPA,Mes a mes,No,Tarjeta de crédito (automática),19.55,19.55,No
7587-AOVVU,Mes a mes,No,Cheque electrónico,100.75,2793.55,No
5590-BYNII,Mes a mes,Sí,Cheque electrónico,100.75,2095.0,Sí
6898-MDLZW,Mes a mes,Sí,Cheque por correo,53.75,648.65,No
3237-AJGEH,Mes a mes,Sí,Cheque por correo,31.0,95.05,Sí
4707-YNOQA,Un año,Sí,Tarjeta de crédito (automática),25.6,917.15,No
9357-UJRUN,Un año,Sí,Cheque electrónico,58.35,1346.9,No
1591-NFNLQ,Mes a mes,No,Tarjeta de crédito (automática),80.0,4242.35,Sí
8648-PFRMP,Mes a mes,Sí,Cheque electrónico,46.35,672.7,No
7663-CUXZB,Dos años,No,Cheque electrónico,113.75,6561.25,No
0258-NOKBL,Mes a mes,No,Cheque electrónico,90.4,268.45,No
1163-VIPRI,Dos años,No,Cheque electrónico,109.3,7337.55,No
2815-CPTUL,Mes a mes,Sí,Cheque por correo,70.25,331.9,Sí
9348-ROUAI,Dos años,No,Tarjeta de crédito (automática),90.3,5194.05,No
9443-JUBUO,Dos años,Sí,Tarjeta de crédito (automática),65.25,4478.85,No
0596-BQCEQ,Mes a mes,Sí,Cheque electrónico,100.15,6283.3,Sí
1481-ZUWZA,Mes a mes,Sí,Tarjeta de crédito (automática),94.5,2659.4,Sí
3043-TYBNO,Mes a mes,No,Cheque por correo,60.65,196.9,No
4830-FAXFM,Mes a mes,Sí,Tarjeta de crédito (automática),24.1,439.2,No
5906-BFOZT,Mes a mes,Sí,Cheque por correo,19.5,19.5,No
2960-NKRSO,Mes a mes,Sí,Cheque electrónico,85.95,2107.15,No
8996-ZROXE,Un año,Sí,Cheque electrónico,53.5,3035.8,No
5598-IKHQQ,Dos años,No,Tarjeta de crédito (automática),25.45,1866.45,No
0397-ZXWQF,Dos años,No,Transferencia bancaria (automática),20.5,1430.95,No
5266-PFRQK,Un año,Sí,Tarjeta de crédito (automática),20.85,1071.6,No
4674-HGNUA,Dos años,No,Tarjeta de crédito (automática),89.9,6457.15,No
6765-MBQNU,Un año,No,Cheque por correo,26.0,684.05,No
9786-IJYDL,Dos años,Sí,Cheque por correo,113.2,3914.05,No
1303-SRDOK,Dos años,Sí,Tarjeta de crédito (automática),69.05,3842.6,No
5906-BFOZT,Mes a mes,Sí,Cheque por correo,19.5,19.5,No
3769-MHZNV,Dos años,No,Cheque por correo,20.1,670.35,No
6295-OSINB,Dos años,Sí,Cheque electrónico,109.65,7880.25,No
3308-MHOOC,Mes a mes,Sí,Cheque por correo,19.2,19.2,No
2309-OSFEU,Mes a mes,Sí,Cheque por correo,33.9,298.45,Sí
2207-QPJED,Mes a mes,No,Cheque electrónico,90.0,3371.75,No
4177-JPDFU,Mes a mes,No,Cheque por correo,34.0,442.45,No
2239-CFOUJ,Un año,No,Cheque por correo,20.4,20.4,No
8046-DNVTL,Dos años,Sí,Tarjeta de crédito (automática),38.6,2345.55,No
2209-XADXF,Mes a mes,No,Transferencia bancaria (automática),25.25,25.25,No
6620-JDYNW,Mes a mes,Sí,Cheque por correo,60.6,1156.35,No
1891-FZYSA,Mes a mes,Sí,Cheque electrónico,89.95,6143.15,Sí
4770-UEZOX,Mes a mes,Sí,Cheque electrónico,74.75,144.8,No
1038-RQOST,Mes a mes,No,Cheque por correo,20.6,414.95,No
7613-LLQFO,Mes a mes,Sí,Cheque electrónico,84.45,1059.55,Sí
4568-TTZRT,Mes a mes,No,Cheque por correo,20.4,181.8,No
9513-DXHDA,Un año,No,Cheque electrónico,81.7,2212.55,No
2640-PMGFL,Mes a mes,Sí,Cheque electrónico,79.5,2180.55,Sí
3801-HMYNL,Mes a mes,No,Cheque por correo,89.15,89.15,Sí
3460-TJBWI,Dos años,No,Cheque por correo,24.2,609.05,No
0516-QREYC,Mes a mes,Sí,Cheque por correo,20.3,459.95,No
9685-WKZGT,Mes a mes,Sí,Cheque electrónico,74.95,1036.75,Sí
6022-UGGSO,Mes a mes,Sí,Cheque electrónico,74.4,2276.95,Sí
8084-OIVBS,Un año,No,Cheque por correo,20.0,211.95,No
8896-BQTTI,Mes a mes,Sí,Cheque por correo,25.0,25.0,No
3865-QBWSJ,Mes a mes,Sí,Cheque por correo,80.45,3162.65,No
3352-RICWQ,Dos años,No,Cheque por correo,19.75,210.65,No
2160-GPFXD,Dos años,Sí,Tarjeta de crédito (automática),65.65,3566.7,No
2065-MMKGR,Un año,Sí,Tarjeta de crédito (automática),71.0,2080.1,No
5857-TYBCJ,Mes a mes,Sí,Cheque electrónico,89.2,4040.2,No
1498-NHTLT,Dos años,Sí,Cheque electrónico,86.75,5186.0,No
4484-CGXFK,Mes a mes,Sí,Cheque electrónico,55.3,196.15,Sí
1402-PTHGN,Un año,Sí,Cheque por correo,61.5,1087.45,No
4176-RELJR,Dos años,No,Tarjeta de crédito (automática),25.1,1672.15,No
6214-EDAKZ,Mes a mes,No,Cheque electrónico,55.15,1206.05,Sí
5199-FPUSP,Un año,No,Tarjeta de crédito (automática),34.05,1113.95,No
6377-KSLXC,Mes a mes,No,Cheque por correo,19.95,107.05,No
1796-JANOW,Mes a mes,No,Cheque por correo,19.95,38.15,No
0238-WHBIQ,Dos años,No,Tarjeta de crédito (automática),89.7,6339.3,No
8735-NBLWT,Mes a mes,No,Cheque por correo,20.4,184.1,No
6651-RLGGM,Dos años,No,Cheque por correo,26.3,1688.9,No
6127-ISGTU,Mes a mes,Sí,Cheque electrónico,84.95,1378.25,Sí
1614-JBEBI,Mes a mes,Sí,Cheque por correo,20.7,137.6,No
8740-XLHDR,Mes a mes,Sí,Cheque por correo,43.25,219.0,Sí
1208-DNHLN,Un año,Sí,Tarjeta de crédito (automática),48.35,1067.15,Sí
1761-AEZZR,Mes a mes,Sí,Cheque electrónico,79.55,79.55,Sí
3923-CSIHK,Mes a mes,Sí,Cheque electrónico,71.05,3444.85,Sí
5696-EXCYS,Dos años,No,Tarjeta de crédito (automática),19.45,369.05,No
5795-KTGUD,Dos años,Sí,Transferencia bancaria (automática),110.8,7553.6,No
7120-RFMVS,Mes a mes,No,Cheque electrónico,84.5,84.5,Sí
7924-GJZFI,Mes a mes,Sí,Cheque electrónico,69.3,1813.1,No
4702-HDRKD,Un año,Sí,Transferencia bancaria (automática),49.35,3321.35,No
8512-WIWYV,Un año,No,Tarjeta de crédito (automática),20.35,707.5,No
5897-ZYEKH,Un año,Sí,Cheque electrónico,105.6,7112.15,No
5456-ITGIC,Dos años,Sí,Tarjeta de crédito (automática),64.45,4641.1,No
7317-GGVPB,Dos años,Sí,Tarjeta de crédito (automática),108.6,7690.9,Sí
1406-PUQVY,Mes a mes,Sí,Cheque electrónico,49.9,49.9,No
1322-AGOQM,Mes a mes,No,Transferencia bancaria (automática),30.3,1380.1,Sí
3677-IYRBF,Mes a mes,Sí,Cheque electrónico,30.4,78.65,Sí
5692-FPTAH,Mes a mes,Sí,Cheque por correo,45.4,45.4,Sí
0369-ZGOVK,Un año,Sí,Transferencia bancaria (automática),70.4,1992.2,No
9114-AAFQH,Un año,Sí,Cheque electrónico,65.65,3094.65,No
8715-KKTFG,Un año,Sí,Transferencia bancaria (automática),103.3,6518.35,No
1550-LOAHA,Mes a mes,No,Transferencia bancaria (automática),84.15,2585.95,Sí
1728-BQDMA,Mes a mes,No,Cheque electrónico,44.45,82.7,No
0268-QKIWO,Mes a mes,No,Cheque electrónico,19.75,58.85,Sí
0876-WDUUZ,Mes a mes,Sí,Tarjeta de crédito (automática),85.4,425.9,Sí
5117-ZSMHQ,Dos años,No,Transferencia bancaria (automática),89.9,6342.7,No
5151-HQRDG,Mes a mes,Sí,Cheque por correo,55.05,2030.75,No
0960-HUWBM,Dos años,Sí,Transferencia bancaria (automática),104.1,6700.05,No
6465-GSRCL,Un año,Sí,Transferencia bancaria (automática),106.6,7244.7,No
0617-FHSGK,Mes a mes,No,Tarjeta de crédito (automática),75.2,3678.3,Sí
0263-FJTQO,Dos años,Sí,Tarjeta de crédito (automática),70.5,3486.65,No
7319-ZNRTR,Un año,No,Cheque electrónico,19.6,411.15,No
2858-MOFSQ,Un año,Sí,Cheque por correo,55.85,937.5,Sí
7503-EPSZW,Dos años,Sí,Cheque por correo,24.05,1559.15,No
7089-XXAYG,Un año,Sí,Tarjeta de crédito (automática),38.1,970.4,No
8118-LSUEL,Mes a mes,Sí,Cheque electrónico,106.4,2483.5,Sí
8070-AAWZP,Mes a mes,No,Cheque por correo,34.25,828.2,No
1666-JXLKU,Mes a mes,Sí,Cheque electrónico,100.05,3810.55,No
7855-DIWPO,Mes a mes,Sí,Cheque electrónico,68.65,1493.2,No
5133-POWUA,Mes a mes,Sí,Cheque por correo,45.8,45.8,No
5652-MSDEY,Mes a mes,Sí,Cheque por correo,75.75,777.3,No
7005-CCBKV,Mes a mes,Sí,Cheque electrónico,84.4,556.35,Sí
1810-BOHSY,Un año,Sí,Tarjeta de crédito (automática),96.4,4911.05,No
1784-BXEFA,Mes a mes,Sí,Cheque por correo,20.55,187.35,No
7351-MHQVU,Mes a mes,No,Tarjeta de crédito (automática),50.95,307.6,No
9224-VTYID,Dos años,Sí,Cheque por correo,90.5,4318.35,No
9500-IWPXQ,Un año,Sí,Cheque electrónico,79.4,4820.55,No
5762-TJXGK,Dos años,Sí,Transferencia bancaria (automática),58.75,3038.55,No
4504-YOULA,Mes a mes,Sí,Tarjeta de crédito (automática),59.45,2136.9,No
5569-IDSEY,Un año,Sí,Transferencia bancaria (automática),105.7,7472.15,No
4250-FDVOU,Mes a mes,No,Cheque electrónico,56.25,389.1,Sí
7284-ZZLOH,Dos años,No,Tarjeta de crédito (automática),53.3,2296.25,No
5277-ZLOOR,Mes a mes,Sí,Cheque electrónico,85.55,187.45,Sí
2141-RRYGO,Mes a mes,Sí,Transferencia bancaria (automática),68.65,261.25,Sí
1777-JYQPJ,Mes a mes,No,Cheque por correo,24.3,38.45,No
6376-GAHQE,Mes a mes,No,Cheque electrónico,77.85,299.2,Sí
3401-URHDA,Un año,No,Tarjeta de crédito (automática),59.9,3043.6,No
1599-EAHXY,Un año,No,Tarjeta de crédito (automática),23.95,1506.4,No
8631-XVRZL,Un año,Sí,Cheque por correo,20.15,163.7,No
5052-PNLOS,Mes a mes,Sí,Transferencia bancaria (automática),105.35,323.25,Sí
3853-LYGAM,Mes a mes,Sí,Transferencia bancaria (automática),95.65,1640.0,No
6979-ZNSFF,Mes a mes,Sí,Cheque electrónico,87.05,762.1,Sí
5751-USDBL,Dos años,No,Cheque por correo,81.0,3846.35,No
5680-LQOGP,Dos años,Sí,Tarjeta de crédito (automática),82.45,5646.6,No
2386-LAHRK,Mes a mes,Sí,Cheque por correo,53.5,53.5,Sí
8189-DUKMV,Un año,No,Transferencia bancaria (automática),20.5,79.05,No
6032-IGALN,Mes a mes,Sí,Cheque por correo,25.1,25.1,Sí
9931-DCEZH,Un año,Sí,Tarjeta de crédito (automática),54.4,1516.6,No
1898-JSNDC,Un año,Sí,Tarjeta de crédito (automática),58.6,2224.5,No
0315-LVCRK,Mes a mes,No,Cheque electrónico,84.8,888.75,No
3911-RSNHI,Dos años,Sí,Tarjeta de crédito (automática),61.4,4310.35,No
2410-CIYFZ,Mes a mes,No,Cheque por correo,20.4,42.9,No
4248-HCETZ,Mes a mes,Sí,Cheque por correo,79.65,2365.15,Sí
5505-OVWQW,Un año,No,Cheque por correo,20.15,353.65,No
7271-AJDTL,Mes a mes,Sí,Tarjeta de crédito (automática),94.45,5073.1,No
1867-TJHTS,Mes a mes,Sí,Transferencia bancaria (automática),79.8,4526.85,No
0516-WJVXC,Mes a mes,No,Cheque electrónico,54.2,308.25,Sí
9174-FKWZE,Mes a mes,Sí,Cheque electrónico,19.45,19.45,Sí
6860-YRJZP,Mes a mes,Sí,Cheque electrónico,74.05,678.45,No
4429-WYGFR,Mes a mes,No,Transferencia bancaria (automática),49.15,1237.3,No
2817-LVCPP,Dos años,No,Tarjeta de crédito (automática),19.4,1023.95,No
5038-ETMLM,Dos años,Sí,Transferencia bancaria (automática),113.65,8182.75,No
5056-FIMPT,Un año,Sí,Tarjeta de crédito (automática),106.0,4532.3,No
4521-WFJAI,Dos años,Sí,Transferencia bancaria (automática),25.95,1444.05,No
6569-KTMDU,Mes a mes,No,Cheque por correo,19.1,19.1,No
8809-RIHDD,Dos años,Sí,Cheque electrónico,103.4,7372.65,Sí
8809-XKHMD,Dos años,Sí,Transferencia bancaria (automática),100.55,7325.1,No
0396-YCHWO,Mes a mes,Sí,Cheque electrónico,95.4,3474.2,No
0867-LDTTC,Mes a mes,No,Transferencia bancaria (automática),75.15,392.65,No
4822-NGOCH,Mes a mes,Sí,Cheque electrónico,84.45,1058.6,Sí
9391-DXGGG,Un año,No,Tarjeta de crédito (automática),89.15,3990.75,No
9844-FELAJ,Un año,Sí,Cheque electrónico,107.9,7475.85,No
2122-SZZZD,Un año,No,Tarjeta de crédito (automática),19.5,835.5,No
5307-DZCVC,Mes a mes,Sí,Tarjeta de crédito (automática),85.95,2628.6,Sí
3148-AOIQT,Dos años,Sí,Tarjeta de crédito (automática),24.95,1718.35,No
8679-JOEVF,Mes a mes,No,Cheque electrónico,59.4,1023.9,Sí
8395-ETZKQ,Un año,No,Transferencia bancaria (automática),19.5,1193.55,No
6692-YQHXC,Mes a mes,Sí,Tarjeta de crédito (automática),69.95,1205.5,No
3889-VWBID,Dos años,No,Transferencia bancaria (automática),82.85,5776.45,No
5222-JCXZT,Mes a mes,No,Cheque por correo,19.0,78.9,No
9754-CLVZW,Mes a mes,No,Tarjeta de crédito (automática),38.85,1025.15,No
1432-FPAXX,Mes a mes,Sí,Cheque electrónico,30.6,856.35,Sí
2739-CCZMB,Mes a mes,No,Tarjeta de crédito (automática),20.35,122.0,No
7080-TNUWP,Un año,Sí,Transferencia bancaria (automática),95.0,6602.9,No
0496-AHOOK,Un año,No,Transferencia bancaria (automática),74.4,1712.9,No
8336-TAVKX,Dos años,No,Transferencia bancaria (automática),78.45,5682.25,No
2468-SJFLM,Mes a mes,Sí,Cheque por correo,74.3,74.3,No
3181-VTHOE,Un año,Sí,Transferencia bancaria (automática),51.05,3635.15,No
7168-HDQHG,Mes a mes,No,Transferencia bancaria (automática),19.2,702.9,No
4803-AXVYP,Mes a mes,Sí,Cheque electrónico,99.55,3734.25,Sí
3884-HCSWG,Mes a mes,Sí,Cheque electrónico,70.0,1144.5,Sí
4567-AKPIA,Un año,Sí,Transferencia bancaria (automática),109.1,4454.25,No
5077-DXTCG,Mes a mes,Sí,Cheque electrónico,45.3,45.3,Sí
1142-WACZW,Mes a mes,No,Transferencia bancaria (automática),29.85,75.6,Sí
7901-HXJVA,Mes a mes,No,Cheque electrónico,76.45,1117.55,No
5649-ANRML,Mes a mes,Sí,Tarjeta de crédito (automática),95.1,180.25,Sí
4892-VLANZ,Mes a mes,No,Cheque por correo,19.8,19.8,Sí
5924-IFQTT,Mes a mes,Sí,Cheque electrónico,72.8,930.05,No
7968-QUXNS,Mes a mes,No,Cheque por correo,18.95,110.15,No
2919-HBCJO,Mes a mes,Sí,Transferencia bancaria (automática),76.65,333.6,Sí
4236-XPXAV,Mes a mes,Sí,Cheque por correo,99.15,465.05,Sí
8903-WMRNW,Mes a mes,No,Cheque electrónico,101.75,1669.4,No
2452-SNHFZ,Mes a mes,No,Tarjeta de crédito (automática),75.45,3545.1,No
3629-WEAAM,Mes a mes,No,Cheque por correo,64.1,504.05,No
6029-CSMJE,Mes a mes,Sí,Cheque por correo,25.65,440.2,No
7993-NQLJE,Mes a mes,No,Cheque por correo,75.1,1151.55,No
