ID_cliente,Servicio_telefonico,Lineas_multiples,Servicio_internet,Seguridad_en_linea,Copia_seguridad,Proteccion_dispositivo,Soporte_tecnico,Streaming_TV,Streaming_peliculas
9501-UKKNL,No,Sin servicio telefónico,DSL,No,No,No,Sí,Sí,Sí
2560-QTSBS,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7541-YLXCL,Sí,No,DSL,No,Sí,No,Sí,No,Sí
4795-WRNVT,Sí,No,DSL,Sí,Sí,No,No,Sí,No
6080-TCMYC,Sí,Sí,Fibra óptica,No,No,Sí,No,No,No
0260-ZDLGK,Sí,No,DSL,No,No,Sí,Sí,Sí,Sí
7860-UXCRM,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,No
6357-JJPQT,Sí,No,Fibra óptica,No,No,No,No,Sí,No
2292-XQWSV,No,Sin servicio telefónico,DSL,No,Sí,Sí,Sí,Sí,Sí
9552-TGUZV,Sí,No,Fibra óptica,Sí,No,No,No,No,No
5913-INRQV,Sí,No,Fibra óptica,Sí,No,No,Sí,Sí,No
8722-NGNBH,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,No,No
6210-KBBPI,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
9643-YBLUR,Sí,Sí,DSL,No,Sí,Sí,No,No,Sí
8734-FNWVH,Sí,Sí,DSL,No,No,No,No,No,Sí
9447-YPTBX,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0133-BMFZO,Sí,No,Fibra óptica,Sí,Sí,No,Sí,No,No
6128-CZOMY,Sí,No,DSL,No,No,No,No,No,No
9540-JYROE,Sí,No,Fibra óptica,No,No,No,No,No,No
9026-LHEVG,No,Sin servicio telefónico,DSL,No,Sí,No,No,No,Sí
2260-USTRB,Sí,No,Fibra óptica,No,No,No,No,No,No
3656-TKRVZ,Sí,No,DSL,Sí,Sí,No,No,No,No
7011-CVEUC,Sí,No,Fibra óptica,No,No,No,Sí,Sí,Sí
6185-TASNN,Sí,No,DSL,No,No,No,No,No,No
7925-PNRGI,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,No
8623-TMRBY,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,No
1552-CZCLL,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1360-RCYRT,No,Sin servicio telefónico,DSL,No,No,No,Sí,No,No
3038-PQIUY,Sí,Sí,DSL,Sí,Sí,Sí,No,No,No
1501-SGHBW,Sí,No,DSL,No,No,No,No,No,No
9313-CDOGY,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8148-BPLZQ,Sí,No,DSL,No,Sí,No,No,No,No
2623-DRYAM,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
9987-LUTYD,Sí,No,DSL,Sí,No,No,Sí,No,No
3208-YPIOE,Sí,Sí,Fibra óptica,No,No,No,No,No,No
4488-KQFDT,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
2612-RANWT,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
5693-PIPCS,Sí,No,Fibra óptica,No,Sí,No,Sí,Sí,Sí
0491-KAPQG,Sí,Sí,Fibra óptica,No,No,No,No,No,No
1925-LFCZZ,No,Sin servicio telefónico,DSL,No,No,Sí,No,Sí,Sí
8039-EQPIM,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,Sí,Sí
6900-PXRMS,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
8707-RMEZH,Sí,No,Fibra óptica,Sí,Sí,No,No,No,Sí
3346-BRMIS,No,Sin servicio telefónico,DSL,No,No,Sí,No,Sí,Sí
3209-ZPKFI,Sí,Sí,DSL,No,Sí,No,No,No,No
6479-VDGRK,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí
9373-WSLOY,No,Sin servicio telefónico,DSL,No,Sí,Sí,Sí,Sí,No
2933-FILNV,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
3569-JFODW,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí
9819-FBNSV,Sí,No,Fibra óptica,No,No,No,No,No,No
9544-PYPSJ,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,Sí
1591-XWLGB,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0396-UKGAI,Sí,No,DSL,No,Sí,No,Sí,No,No
3243-ZHOHY,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5186-EJEGL,Sí,No,DSL,Sí,No,Sí,Sí,Sí,No
7527-QNRUS,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9986-BONCE,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2722-JMONI,Sí,No,DSL,Sí,No,No,No,No,No
2203-GHNWN,Sí,Sí,Fibra óptica,No,No,Sí,No,No,No
3878-AVSOQ,Sí,No,Fibra óptica,No,No,No,No,No,No
3258-SYSWS,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
5296-PSYVW,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6319-QSUSR,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4083-EUGRJ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7579-OOPEC,Sí,No,DSL,No,Sí,No,No,No,No
0512-FLFDW,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
1771-OADNZ,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,Sí
0487-CRLZF,Sí,No,DSL,No,No,Sí,Sí,Sí,Sí
2107-FBPTK,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
9451-WLYRI,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8219-VYBVI,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1991-VOPLL,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9738-QLWTP,Sí,No,Fibra óptica,No,No,Sí,Sí,No,No
1016-DJTSV,Sí,No,Fibra óptica,No,No,No,No,No,No
9419-IPPBE,Sí,Sí,Fibra óptica,No,No,Sí,No,No,Sí
0174-QRVVY,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5699-BNCAS,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2900-PHPLN,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0612-RTZZA,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
8106-GWQOK,No,Sin servicio telefónico,DSL,Sí,Sí,No,Sí,Sí,Sí
8751-EDEKA,Sí,No,Fibra óptica,No,Sí,Sí,No,No,Sí
6878-GGDWG,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4039-PIMHX,Sí,No,DSL,No,Sí,No,No,No,No
8450-LUGUK,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3018-TFTSU,Sí,No,Fibra óptica,Sí,No,Sí,No,No,No
3604-WLABM,Sí,No,DSL,No,No,Sí,Sí,No,No
0795-GMVQO,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí
2259-OUUSZ,No,Sin servicio telefónico,DSL,No,No,Sí,Sí,No,No
1142-IHLOO,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
6410-LEFEN,Sí,No,DSL,No,No,No,No,No,No
4633-MKHYU,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
6257-RJOHI,Sí,No,DSL,No,No,No,Sí,No,No
1545-JFUML,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,No
3194-ORPIK,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No
7826-VVKWT,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí
1353-GHZOS,Sí,No,DSL,Sí,No,No,No,Sí,No
2587-EKXTS,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí
5442-BXVND,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8816-VXNZD,Sí,Sí,Fibra óptica,No,No,No,No,No,No
9378-FXTIZ,Sí,Sí,DSL,No,No,No,No,Sí,Sí
1723-HKXJQ,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
7825-GKXMW,Sí,No,DSL,No,No,No,No,No,No
9753-OYLBX,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2364-UFROM,Sí,No,DSL,Sí,Sí,No,Sí,Sí,No
6656-JWRQX,No,Sin servicio telefónico,DSL,No,No,No,Sí,No,No
6473-ULUHT,Sí,Sí,DSL,Sí,Sí,No,Sí,Sí,Sí
1240-KNSEZ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0836-SEYLU,No,Sin servicio telefónico,DSL,No,No,No,Sí,Sí,No
4433-JCGCG,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
3716-BDVDB,Sí,No,Fibra óptica,No,No,No,No,No,No
7688-AWMDX,Sí,No,DSL,Sí,No,No,Sí,No,No
2842-BCQGE,Sí,Sí,Fibra óptica,No,No,No,No,No,No
7244-QWYHG,No,Sin servicio telefónico,DSL,Sí,No,No,Sí,Sí,No
5899-MQZZL,Sí,Sí,Fibra óptica,No,No,No,No,No,No
6849-OYAMU,Sí,No,Fibra óptica,No,Sí,No,Sí,Sí,Sí
5312-UXESG,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
9488-HGMJH,Sí,No,Fibra óptica,No,No,No,No,No,No
6038-GCYEC,No,Sin servicio telefónico,DSL,No,Sí,Sí,No,Sí,Sí
2150-WLKUW,Sí,Sí,DSL,No,Sí,No,No,Sí,No
7159-FVYPK,Sí,Sí,DSL,No,Sí,Sí,No,Sí,No
7032-LMBHI,Sí,Sí,DSL,Sí,No,No,No,Sí,No
1150-WFARN,Sí,Sí,Fibra óptica,Sí,No,Sí,Sí,Sí,Sí
6088-BXMRG,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
3144-AUDBS,Sí,No,DSL,No,No,No,Sí,No,No
4821-SJHJV,Sí,Sí,Fibra óptica,Sí,No,No,No,Sí,No
7346-MEDWM,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,No
1137-DGOWI,Sí,No,DSL,No,Sí,Sí,Sí,No,Sí
5616-PRTNT,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3812-LRZIR,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4818-QIUFN,Sí,Sí,Fibra óptica,Sí,No,No,No,No,No
9483-GCPWE,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4227-OJHAL,Sí,Sí,DSL,Sí,Sí,Sí,No,Sí,No
9220-CXRSC,Sí,Sí,DSL,Sí,No,No,Sí,No,No
4993-JCRGJ,Sí,Sí,Fibra óptica,No,No,Sí,Sí,No,No
9537-JALFH,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6698-OXETB,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2103-ZRXFN,Sí,Sí,DSL,No,No,No,No,No,No
3724-BSCVH,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4877-TSOFF,Sí,Sí,DSL,Sí,Sí,No,Sí,No,Sí
9209-NWPGU,Sí,No,DSL,Sí,No,No,Sí,Sí,No
6961-VCPMC,Sí,No,Fibra óptica,No,No,No,No,No,Sí
7306-YDSOI,Sí,No,DSL,Sí,Sí,Sí,No,No,No
5288-AHOUP,Sí,No,Fibra óptica,No,No,No,No,No,Sí
6688-UZPWD,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
0655-YDGFJ,Sí,No,DSL,No,No,Sí,No,No,No
8468-EHYJA,Sí,Sí,Fibra óptica,Sí,No,No,No,Sí,Sí
6823-SIDFQ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1097-FSPVW,Sí,No,DSL,Sí,No,Sí,No,No,No
2839-RFSQE,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8328-SKJNO,No,Sin servicio telefónico,DSL,Sí,Sí,No,Sí,No,No
7010-ZMVBF,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5201-CBWYG,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0968-GSIKN,Sí,No,Fibra óptica,No,No,No,No,No,No
1965-DDBWU,Sí,Sí,Fibra óptica,No,No,No,Sí,No,Sí
9057-SIHCH,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
6352-GIGGQ,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí
3635-QQRQD,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6771-XWBDM,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
2897-DOVND,Sí,No,Fibra óptica,No,No,No,No,No,No
3082-YVEKW,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,No
0191-EQUUH,No,Sin servicio telefónico,DSL,Sí,No,No,Sí,No,No
7134-HBPBS,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí
3489-HHPFY,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No
2926-JEJJC,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8601-QACRS,Sí,Sí,DSL,No,No,No,No,No,No
4950-BDEUX,No,Sin servicio telefónico,DSL,No,No,Sí,No,Sí,Sí
5789-LDFXO,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0508-OOLTO,Sí,No,Fibra óptica,No,No,No,No,No,No
2984-TBYKU,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,No,Sí
9822-WMWVG,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,No
2391-SOORI,Sí,No,DSL,Sí,No,No,No,No,No
9040-KZVWO,Sí,No,Fibra óptica,No,Sí,No,No,No,No
2645-QTLMB,Sí,No,Fibra óptica,No,Sí,No,No,Sí,Sí
4806-HIPDW,Sí,No,Fibra óptica,No,No,No,No,No,No
1548-ARAGG,Sí,Sí,DSL,No,Sí,No,Sí,No,No
6339-RZCBJ,Sí,No,DSL,No,Sí,Sí,Sí,Sí,Sí
4424-TKOPW,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
4415-WNGVR,Sí,No,DSL,Sí,No,Sí,Sí,Sí,Sí
2522-AHJXR,Sí,Sí,Fibra óptica,Sí,No,Sí,Sí,Sí,Sí
5397-NSKQG,No,Sin servicio telefónico,DSL,Sí,No,No,No,Sí,Sí
0412-UCCNP,Sí,No,DSL,Sí,No,Sí,Sí,No,No
1816-FLZDK,No,Sin servicio telefónico,DSL,No,No,No,Sí,No,No
7096-UCLNH,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8443-ZRDBZ,Sí,Sí,Fibra óptica,No,No,No,No,No,No
9136-ALYBR,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
4615-PIVVU,Sí,No,DSL,No,No,Sí,Sí,No,Sí
8885-QSQBX,Sí,No,DSL,Sí,No,No,No,No,No
7479-NITWS,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,No
8617-ENBDS,Sí,No,Fibra óptica,No,No,Sí,No,No,No
9385-NXKDA,Sí,Sí,DSL,Sí,Sí,Sí,No,Sí,Sí
0430-IHCDJ,Sí,Sí,DSL,No,No,No,No,No,No
2959-MJHIC,Sí,No,Fibra óptica,No,No,No,No,Sí,No
6674-KVJHG,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1814-DKOLC,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4201-JMNGR,Sí,No,DSL,Sí,No,Sí,No,No,No
9351-HXDMR,Sí,Sí,Fibra óptica,Sí,No,Sí,Sí,Sí,Sí
3537-HPKQT,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No
2129-ALKBS,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5821-MMEIL,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
5960-WPXQM,Sí,No,Fibra óptica,No,No,No,No,Sí,No
0684-AOSIH,Sí,No,Fibra óptica,Sí,No,No,No,Sí,Sí
8260-NGFNY,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
1309-XGFSN,Sí,Sí,DSL,No,Sí,Sí,No,Sí,Sí
1866-RZZQS,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
6968-URWQU,Sí,No,DSL,No,No,No,No,Sí,No
4742-TXUEX,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9631-XEYKE,Sí,Sí,DSL,No,No,No,No,No,No
8631-NBHFZ,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,No
1335-MXCSE,Sí,No,DSL,No,No,Sí,Sí,No,No
8873-TMKGR,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8800-JOOCF,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No
1469-LBJQJ,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
4958-XCBDQ,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
8337-UPOAQ,Sí,Sí,Fibra óptica,No,No,Sí,No,No,Sí
0064-YIJGF,Sí,Sí,Fibra óptica,No,No,No,No,No,No
2386-OWURY,Sí,No,Fibra óptica,No,No,No,Sí,Sí,Sí
1725-IQNIY,Sí,No,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
0310-VQXAM,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6598-RFFVI,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3453-RTHJQ,Sí,No,Fibra óptica,No,No,No,No,No,No
6712-OAWRH,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí
6278-FEPBZ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4280-DLSHD,Sí,No,DSL,No,Sí,Sí,No,No,No
1508-DFXCU,Sí,No,Fibra óptica,No,No,No,No,Sí,No
8614-VGMMV,Sí,Sí,DSL,No,No,No,No,No,No
7868-BGSZA,Sí,Sí,DSL,Sí,No,Sí,No,Sí,Sí
2800-QQUSO,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,Sí
2930-UOTMB,Sí,Sí,DSL,Sí,No,Sí,Sí,No,No
7973-DZRKH,Sí,Sí,Fibra óptica,Sí,No,Sí,Sí,No,No
5914-DVBWJ,Sí,Sí,Fibra óptica,No,Sí,No,Sí,No,No
7698-YFGEZ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2533-QVMSK,Sí,Sí,Fibra óptica,No,Sí,No,Sí,Sí,No
9773-PEQBZ,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No
8644-XLFBW,Sí,No,Fibra óptica,No,No,No,No,No,No
0650-BWOZN,Sí,No,Fibra óptica,No,Sí,No,No,No,No
8625-AZYZY,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
7785-RDVIG,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
9602-WCXPI,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
2903-YYTBW,Sí,No,DSL,No,No,No,No,No,No
3620-MWJNE,Sí,No,DSL,Sí,No,No,Sí,No,No
8573-JGCZW,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6837-HAEVO,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí
6701-YVNQG,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí
9306-CPCBC,Sí,Sí,Fibra óptica,No,No,No,No,No,No
4304-XUMGI,Sí,Sí,DSL,Sí,Sí,Sí,No,No,Sí
9504-YAZWB,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8819-ZBYNA,Sí,Sí,Fibra óptica,Sí,Sí,No,Sí,Sí,Sí
6174-NRBTZ,No,Sin servicio telefónico,DSL,Sí,No,No,No,No,No
9481-IEBZY,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí
1833-VGRUM,Sí,Sí,Fibra óptica,No,No,No,No,No,No
6137-NICCO,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,No
9065-ZCPQX,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,Sí
6402-EJMWF,Sí,No,DSL,No,No,No,No,No,Sí
3620-EHIMZ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
3213-VVOLG,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6870-ECSHE,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8747-UDCOI,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8374-XGEJJ,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
2656-TABEH,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
6946-LMSQS,Sí,Sí,Fibra óptica,Sí,No,No,No,No,Sí
4626-OZDTJ,Sí,Sí,DSL,No,Sí,No,Sí,Sí,Sí
9169-BSVIN,Sí,Sí,DSL,No,No,Sí,No,Sí,Sí
2325-ZUSFD,Sí,No,DSL,Sí,No,No,No,Sí,Sí
8194-PEEBY,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
6872-HXFNF,Sí,Sí,DSL,No,No,Sí,Sí,No,No
3932-CMDTD,Sí,No,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí
7714-YXSMB,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí
8387-UGUSU,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
1080-BWSYE,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
4039-HEUNW,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí
1194-HVAIF,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí
0812-WUPTB,Sí,No,Fibra óptica,No,No,No,No,No,No
3594-UVONA,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí
0004-TLHLJ,Sí,No,Fibra óptica,No,No,Sí,No,No,No
1767-TGTKO,Sí,No,DSL,No,No,No,No,No,No
8439-LTUGF,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
8805-JNRAZ,Sí,No,DSL,No,Sí,No,No,No,No
5089-IFSDP,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí
6418-HNFED,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí
0206-OYVOC,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7291-CDTMJ,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
7128-GGCNO,Sí,Sí,Fibra óptica,No,No,No,No,No,No
0237-YFUTL,Sí,Sí,Fibra óptica,Sí,Sí,No,Sí,Sí,Sí
7691-KGKGP,Sí,No,DSL,No,Sí,No,Sí,Sí,No
6710-HSJRD,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí
3675-EQOZA,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet
0840-DCNZE,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí
1732-FEKLD,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,No
9862-KJTYK,No,Sin servicio telefónico,DSL,No,No,No,No,No,No
0479-HMSWA,Sí,No,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí
