ID_cliente,Genero,Edad,Pareja,Dependientes,Año,Mes,Dia,Antiguedad(meses)
8219-VYBVI,Hombre,61,No,Sí,2023,6,13,39
1991-VOPLL,Mujer,43,No,No,2024,8,13,9
9738-QLWTP,Hombre,62,No,No,2023,10,5,39
1016-DJTSV,Hombre,33,No,No,2023,5,6,8
9419-IPPBE,Mujer,38,Sí,Sí,2024,8,1,51
0174-QRVVY,Hombre,34,Sí,Sí,2024,5,30,71
5699-BNCAS,Hombre,45,No,No,2023,4,5,71
2900-PHPLN,Mujer,49,Sí,No,2024,7,21,70
0612-RTZZA,Mujer,61,No,No,2023,12,18,1
8106-GWQOK,Hombre,67,Sí,No,2024,2,28,38
8751-EDEKA,Mujer,55,Sí,No,2024,5,8,28
6878-GGDWG,Mujer,32,Sí,No,2023,1,24,32
4039-PIMHX,Hombre,20,Sí,No,2023,9,27,49
8450-LUGUK,Mujer,53,Sí,Sí,2024,3,29,37
3018-TFTSU,Hombre,25,No,No,2024,3,31,12
3604-WLABM,Mujer,67,No,No,2023,11,27,10
0795-GMVQO,Hombre,45,Sí,No,2023,1,28,67
2259-OUUSZ,Hombre,75,No,No,2023,5,9,7
1142-IHLOO,Mujer,74,No,No,2023,10,29,51
6410-LEFEN,Mujer,35,No,No,2024,2,6,9
4633-MKHYU,Mujer,46,No,No,2023,7,17,9
6257-RJOHI,Hombre,28,No,No,2023,8,29,4
1545-JFUML,Hombre,74,Sí,No,2024,1,24,71
3194-ORPIK,Mujer,33,Sí,Sí,2023,6,23,50
7826-VVKWT,Mujer,24,Sí,Sí,2023,2,3,24
1353-GHZOS,Hombre,24,Sí,No,2023,3,5,22
2587-EKXTS,Hombre,51,No,No,2023,6,1,44
5442-BXVND,Mujer,48,Sí,Sí,2024,5,3,33
8816-VXNZD,Mujer,30,No,No,2024,5,12,1
9378-FXTIZ,Mujer,68,Sí,No,2023,9,24,54
1723-HKXJQ,Hombre,69,No,No,2024,8,19,42
7825-GKXMW,Mujer,65,No,,2024,6,7,1
9753-OYLBX,Mujer,37,No,No,2023,4,1,1
2364-UFROM,Hombre,41,No,,2023,8,17,30
6656-JWRQX,Mujer,24,No,No,2023,8,6,1
6473-ULUHT,Hombre,20,Sí,Sí,2023,2,26,16
1240-KNSEZ,Hombre,52,No,No,2023,5,24,1
0836-SEYLU,Hombre,33,Sí,No,2023,3,31,9
4433-JCGCG,Hombre,60,Sí,,2023,4,2,46
3716-BDVDB,Hombre,68,No,No,2023,3,26,1
7688-AWMDX,Hombre,37,Sí,,2024,6,22,71
2842-BCQGE,Hombre,52,No,No,2023,12,29,43
7244-QWYHG,Hombre,37,Sí,No,2024,8,29,50
5899-MQZZL,Mujer,67,No,No,2024,4,14,13
6849-OYAMU,Hombre,46,Sí,Sí,2024,1,28,19
5312-UXESG,Mujer,31,No,No,2023,11,23,41
9488-HGMJH,Mujer,47,No,No,2024,6,19,1
6038-GCYEC,Mujer,65,No,No,2023,10,5,24
2150-WLKUW,Mujer,46,Sí,,2024,8,4,40
7159-FVYPK,Mujer,62,Sí,Sí,2023,3,9,3
7032-LMBHI,Mujer,22,No,No,2024,2,21,37
1150-WFARN,Mujer,28,Sí,Sí,2024,4,15,67
6088-BXMRG,Mujer,31,,Sí,2024,3,24,32
3144-AUDBS,Mujer,46,Sí,No,2023,7,19,6
4821-SJHJV,Mujer,59,Sí,Sí,2024,3,5,32
7346-MEDWM,Mujer,45,No,No,2023,1,8,59
1137-DGOWI,Mujer,71,Sí,No,2023,11,10,30
5616-PRTNT,Hombre,37,No,Sí,2024,1,3,20
3812-LRZIR,Mujer,44,Sí,Sí,2023,4,17,27
4818-QIUFN,Mujer,66,No,No,2024,5,22,20
9483-GCPWE,Hombre,65,No,Sí,2023,2,23,9
4227-OJHAL,Mujer,61,,Sí,2023,11,4,68
9220-CXRSC,Mujer,20,Sí,Sí,2024,4,3,69
4993-JCRGJ,Hombre,23,No,No,2024,7,10,26
9537-JALFH,Hombre,59,Sí,Sí,2024,6,1,69
6698-OXETB,Hombre,55,No,No,2024,6,30,11
2103-ZRXFN,Hombre,67,No,No,2023,3,31,1
3724-BSCVH,Hombre,36,Sí,Sí,2023,12,15,10
4877-TSOFF,Mujer,21,Sí,Sí,2023,7,22,55
9209-NWPGU,Hombre,23,No,No,2024,2,8,44
6961-VCPMC,Hombre,73,Sí,No,2023,9,19,46
7306-YDSOI,Hombre,74,Sí,Sí,2023,7,17,69
5288-AHOUP,Hombre,31,No,No,2024,5,7,11
6688-UZPWD,Mujer,31,Sí,,2023,10,24,11
0655-YDGFJ,Hombre,25,No,No,2024,3,28,29
8468-EHYJA,Mujer,31,,,2024,7,9,57
6823-SIDFQ,Hombre,27,No,No,2023,1,8,28
1097-FSPVW,Mujer,57,No,No,2023,12,8,42
2839-RFSQE,Mujer,49,No,No,2024,8,7,2
8328-SKJNO,Hombre,70,No,Sí,2024,5,4,23
7010-ZMVBF,Mujer,71,Sí,Sí,2024,3,29,18
5201-CBWYG,Hombre,59,Sí,Sí,2023,8,26,62
0968-GSIKN,Mujer,52,,No,2024,8,1,1
1965-DDBWU,Hombre,71,,No,2023,7,29,16
9057-SIHCH,Mujer,70,No,No,2023,3,25,3
6352-GIGGQ,Hombre,54,No,No,2024,2,8,67
3635-QQRQD,Hombre,27,No,No,2024,8,10,62
6771-XWBDM,Mujer,48,Sí,No,2023,8,5,57
2897-DOVND,Hombre,64,No,No,2024,7,30,2
3082-YVEKW,Mujer,39,Sí,Sí,2023,1,10,23
0191-EQUUH,Mujer,45,No,Sí,2023,3,29,25
7134-HBPBS,Mujer,54,No,No,2024,2,1,72
3489-HHPFY,Mujer,72,Sí,No,2023,3,11,2
2926-JEJJC,Mujer,38,No,No,2023,7,29,8
8601-QACRS,Mujer,51,No,No,2024,3,24,5
4950-BDEUX,Hombre,74,No,No,2024,8,13,35
5789-LDFXO,Hombre,47,No,No,2024,3,23,24
0508-OOLTO,Mujer,59,Sí,,2024,3,3,2
2984-TBYKU,Hombre,53,Sí,,2024,1,21,72
9822-WMWVG,Mujer,25,No,No,2023,7,27,41
2391-SOORI,Hombre,52,No,Sí,2023,6,30,4
9040-KZVWO,Hombre,23,No,No,2023,4,23,26
2645-QTLMB,Hombre,48,No,No,2024,1,24,7
4806-HIPDW,Mujer,70,,No,2024,3,26,1
1548-ARAGG,Mujer,63,Sí,Sí,2023,1,2,4
6339-RZCBJ,Hombre,69,No,No,2023,4,21,48
4424-TKOPW,Hombre,65,No,No,2024,7,8,2
4415-WNGVR,Mujer,21,Sí,No,2023,10,7,12
2522-AHJXR,Hombre,50,Sí,No,2024,4,26,60
5397-NSKQG,Hombre,43,Sí,Sí,2024,5,14,67
0412-UCCNP,Hombre,46,No,,2024,7,30,55
1816-FLZDK,Hombre,28,No,No,2023,8,22,1
7096-UCLNH,Hombre,21,No,No,2023,1,2,1
8443-ZRDBZ,Hombre,71,,No,2023,8,28,4
9136-ALYBR,Hombre,34,No,No,2023,2,10,1
4615-PIVVU,Mujer,52,No,No,2023,6,6,42
8885-QSQBX,Mujer,43,No,No,2024,5,21,1
7479-NITWS,Hombre,43,No,No,2024,1,19,7
8617-ENBDS,Hombre,56,No,No,2023,12,9,3
9385-NXKDA,Mujer,70,Sí,No,2023,2,8,72
0430-IHCDJ,Hombre,35,No,No,2024,5,9,15
2959-MJHIC,Hombre,43,Sí,No,2023,8,31,4
6674-KVJHG,Mujer,71,No,No,2023,1,9,11
1814-DKOLC,Mujer,58,No,No,2024,5,21,5
4201-JMNGR,Mujer,55,No,No,2023,8,5,1
9351-HXDMR,Hombre,26,Sí,No,2023,2,7,72
3537-HPKQT,Mujer,69,Sí,No,2023,3,9,55
2129-ALKBS,Mujer,30,Sí,Sí,2023,4,9,40
5821-MMEIL,Mujer,53,Sí,No,2023,3,16,57
5960-WPXQM,Hombre,67,No,No,2024,3,1,1
0684-AOSIH,Hombre,59,,No,2023,6,17,1
8260-NGFNY,Mujer,64,No,No,2023,5,7,1
1309-XGFSN,Hombre,54,Sí,Sí,2023,1,26,52
1866-RZZQS,Hombre,55,No,,2023,4,7,41
6968-URWQU,Hombre,69,Sí,No,2023,3,21,43
4742-TXUEX,Mujer,22,Sí,Sí,2023,6,30,47
9631-XEYKE,Hombre,55,No,No,2023,5,9,3
8631-NBHFZ,Hombre,75,Sí,Sí,2023,5,25,66
1335-MXCSE,Hombre,22,Sí,Sí,2023,3,22,55
8873-TMKGR,Hombre,44,No,No,2023,8,2,29
8800-JOOCF,Mujer,62,No,Sí,2024,2,20,12
1469-LBJQJ,Mujer,56,Sí,No,2023,2,8,66
4958-XCBDQ,Hombre,25,No,No,2024,6,26,35
8337-UPOAQ,Hombre,24,Sí,No,2023,9,8,10
0064-YIJGF,Hombre,33,Sí,Sí,2023,6,22,27
2386-OWURY,Mujer,72,No,No,2023,11,17,58
1725-IQNIY,Hombre,52,Sí,No,2024,3,12,54
0310-VQXAM,Hombre,73,No,No,2023,8,7,9
6598-RFFVI,Hombre,74,No,No,2023,3,12,2
3453-RTHJQ,Hombre,44,No,No,2024,1,16,6
6712-OAWRH,Mujer,74,No,,2024,6,2,26
6278-FEPBZ,Mujer,47,No,No,2023,3,28,9
4280-DLSHD,Hombre,60,Sí,No,2023,12,26,8
1508-DFXCU,Hombre,53,No,No,2023,2,3,12
8614-VGMMV,Mujer,30,No,No,2023,9,5,15
7868-BGSZA,Hombre,53,Sí,No,2023,8,22,43
2800-QQUSO,Hombre,40,No,No,2023,6,1,42
2930-UOTMB,Mujer,29,No,No,2023,10,11,31
7973-DZRKH,Mujer,62,No,Sí,2024,3,10,66
5914-DVBWJ,Mujer,57,No,No,2024,8,25,18
7698-YFGEZ,Hombre,65,No,No,2024,5,30,1
2533-QVMSK,Hombre,55,Sí,No,2024,1,21,61
9773-PEQBZ,Hombre,52,No,No,2024,7,10,10
8644-XLFBW,Hombre,44,No,No,2023,10,11,1
0650-BWOZN,Mujer,44,No,No,2023,9,27,18
8625-AZYZY,Hombre,52,Sí,,2023,12,20,24
7785-RDVIG,Mujer,22,Sí,Sí,2024,5,9,3
9602-WCXPI,Hombre,22,No,No,2024,5,27,50
2903-YYTBW,Hombre,74,Sí,,2023,9,11,1
3620-MWJNE,Hombre,28,No,No,2023,6,4,2
8573-JGCZW,Hombre,52,No,No,2024,5,10,17
6837-HAEVO,Hombre,43,Sí,Sí,2023,5,10,69
6701-YVNQG,Hombre,74,Sí,No,2024,6,18,72
9306-CPCBC,Mujer,44,No,No,2024,7,24,3
4304-XUMGI,Hombre,65,Sí,,2023,7,21,50
9504-YAZWB,Mujer,70,No,No,2023,5,10,53
8819-ZBYNA,Mujer,50,Sí,No,2023,4,15,58
6174-NRBTZ,Hombre,33,No,No,2023,5,31,46
9481-IEBZY,Hombre,38,Sí,No,2024,6,5,72
1833-VGRUM,Mujer,74,No,No,2024,8,3,1
6137-NICCO,Mujer,64,Sí,Sí,2024,2,16,6
9065-ZCPQX,Hombre,43,Sí,No,2024,7,8,72
6402-EJMWF,Hombre,66,No,No,2024,4,3,4
3620-EHIMZ,Mujer,49,Sí,Sí,2024,1,23,52
3213-VVOLG,Hombre,20,Sí,Sí,2024,6,30,0
6870-ECSHE,Mujer,28,No,No,2023,12,1,2
8747-UDCOI,Mujer,62,Sí,No,2023,9,1,65
8374-XGEJJ,Hombre,29,Sí,No,2024,4,22,43
2656-TABEH,Hombre,42,Sí,No,2023,8,16,4
6946-LMSQS,Hombre,51,,No,2024,3,29,25
4626-OZDTJ,Mujer,51,Sí,No,2023,10,9,51
9169-BSVIN,Hombre,35,No,No,2024,7,11,12
2325-ZUSFD,Mujer,50,Sí,,2024,3,28,57
8194-PEEBY,Mujer,61,Sí,Sí,2024,4,2,24
6872-HXFNF,Mujer,73,Sí,No,2023,11,20,64
3932-CMDTD,Mujer,45,,No,2024,5,28,4
7714-YXSMB,Mujer,73,No,No,2023,7,3,26
8387-UGUSU,Mujer,48,Sí,Sí,2024,2,21,15
1080-BWSYE,Hombre,57,Sí,,2024,7,12,64
4039-HEUNW,Hombre,42,Sí,No,2023,4,23,36
1194-HVAIF,Mujer,53,Sí,No,2024,4,25,27
0812-WUPTB,Hombre,72,Sí,No,2024,4,7,1
3594-UVONA,Mujer,53,No,No,2023,11,3,35
0004-TLHLJ,Hombre,46,No,No,2023,9,19,4
1767-TGTKO,Mujer,70,Sí,Sí,2023,11,24,8
8439-LTUGF,Hombre,24,No,No,2023,5,26,10
8805-JNRAZ,Mujer,56,No,No,2023,12,3,2
5089-IFSDP,Mujer,46,Sí,No,2024,8,30,58
6418-HNFED,Hombre,70,,No,2024,1,10,51
0206-OYVOC,Mujer,63,Sí,Sí,2024,5,21,46
7291-CDTMJ,Hombre,24,No,No,2023,7,3,1
7128-GGCNO,Hombre,35,No,No,2024,4,27,46
0237-YFUTL,Mujer,45,Sí,No,2023,1,20,50
7691-KGKGP,Hombre,22,Sí,Sí,2024,5,27,53
6710-HSJRD,Hombre,30,Sí,No,2023,4,8,61
3675-EQOZA,Hombre,69,No,No,2023,1,8,5
0840-DCNZE,Hombre,74,No,No,2024,3,30,47
1732-FEKLD,Mujer,33,No,No,2024,3,6,54
9862-KJTYK,Hombre,43,No,Sí,2023,4,6,19
0479-HMSWA,Mujer,74,No,Sí,2024,8,6,26
5854-KSRBJ,Hombre,70,Sí,Sí,2023,10,3,70
0365-BZUWY,Hombre,24,Sí,No,2023,10,28,17
4817-VYYWS,Mujer,62,No,No,2023,11,2,30
5701-SVCWR,Mujer,26,No,Sí,2023,12,9,1
3129-AAQOU,Mujer,41,Sí,Sí,2024,6,7,19
4922-CVPDX,Mujer,28,Sí,No,2023,4,29,26
1396-QWFBJ,Mujer,51,Sí,Sí,2023,4,24,21
1357-BIJKI,Hombre,67,Sí,No,2024,8,29,50
1099-BTKWT,Mujer,70,Sí,No,2024,4,6,68
5299-SJCZT,Hombre,30,No,No,2023,4,12,3
2018-PZKMU,Hombre,20,Sí,Sí,2023,1,29,9
7340-KEFQE,Mujer,39,,Sí,2023,6,5,51
4570-QHXHL,Mujer,62,No,No,2023,5,7,9
2403-BCASL,Hombre,55,Sí,Sí,2023,7,27,41
7392-YYPYJ,Hombre,52,No,No,2023,8,30,22
2898-LSJGD,Mujer,53,Sí,Sí,2024,6,4,21
2223-GDSHL,Hombre,66,Sí,,2023,6,1,71
7359-PTSXY,Hombre,68,No,,2023,12,25,1
9470-RTWDV,Hombre,61,Sí,Sí,2024,4,9,26
2176-OSJUV,Hombre,53,Sí,No,2023,10,10,71
9348-YVOMK,Hombre,53,No,No,2024,7,30,4
8104-OSKWT,Mujer,46,No,No,2024,5,2,12
4521-YEEHE,Mujer,66,Sí,,2023,2,23,18
4090-KPJIP,Mujer,20,No,No,2024,4,19,3
3786-WOVKF,Mujer,63,Sí,No,2023,7,29,72
4503-BDXBD,Hombre,70,No,No,2024,4,25,11
6086-ESGRL,Mujer,29,No,No,2024,4,10,1
2592-HODOV,Hombre,47,No,No,2023,12,30,13
3886-CERTZ,Mujer,59,Sí,No,2023,11,26,72
7995-ZHHNZ,Hombre,59,Sí,No,2023,10,27,42
3824-RHKVR,Mujer,23,No,No,2023,12,21,17
5816-SCGFC,Mujer,26,No,No,2023,8,17,7
5989-AXPUC,Mujer,38,Sí,No,2024,6,29,68
4979-HPRFL,Hombre,72,Sí,,2024,2,19,56
8590-OHDIW,Mujer,20,Sí,Sí,2023,7,23,38
8015-IHCGW,Mujer,74,Sí,Sí,2024,8,8,72
2332-TODQS,Mujer,54,No,No,2023,10,10,48
9278-VZKCD,Mujer,61,Sí,No,2024,5,1,52
8008-OTEZX,Mujer,65,Sí,Sí,2024,2,23,35
2773-OVBPK,Hombre,35,Sí,No,2023,6,21,67
5999-LCXAO,Mujer,36,No,No,2024,8,31,1
5206-XZZQI,Hombre,64,No,No,2024,4,9,53
4803-LBYPN,Hombre,61,Sí,Sí,2024,7,31,34
5759-RCVCB,Mujer,58,No,No,2023,12,1,3
6372-RFVNS,Mujer,47,Sí,No,2023,9,23,1
2139-FQHLM,Hombre,44,No,No,2024,2,26,19
8261-GWDBQ,Mujer,68,Sí,No,2024,5,3,60
1093-YSWCA,Hombre,68,No,No,2023,5,23,11
8938-UMKPI,Mujer,56,No,No,2024,6,14,47
0991-BRRFB,Hombre,33,No,No,2023,11,6,18
3882-IYOIJ,Mujer,65,Sí,Sí,2024,8,6,60
8749-TZYEC,Hombre,32,Sí,No,2024,3,22,72
1755-FZQEC,Hombre,22,No,,2023,1,1,39
3115-JPJDD,Mujer,71,Sí,No,2024,2,27,59
5600-KTXFM,Hombre,39,Sí,Sí,2023,6,21,2
3871-IKPYH,Hombre,73,No,,2024,3,22,1
6319-IEJWJ,Hombre,47,Sí,Sí,2023,5,21,20
9025-AOMKI,Mujer,71,No,No,2024,1,8,6
6339-TBELP,Hombre,32,No,No,2024,3,31,71
7964-YESJC,Mujer,30,Sí,No,2024,5,15,24
6173-GOLSU,Hombre,57,Sí,No,2023,3,8,67
5275-SQEIZ,Hombre,33,No,,2023,6,28,1
7716-YTYHG,Mujer,38,Sí,Sí,2024,1,6,48
9938-ZREHM,Mujer,68,Sí,No,2023,1,14,37
7950-XWOVN,Hombre,67,No,No,2024,2,18,11
4390-KYULV,Hombre,72,Sí,No,2023,10,8,3
4647-MUZON,Mujer,51,Sí,No,2023,7,9,18
9702-AIUJO,Hombre,63,Sí,Sí,2023,2,10,50
8849-PRIQJ,Mujer,55,Sí,Sí,2023,12,1,67
8851-RAGOV,Mujer,64,Sí,No,2023,8,10,25
5315-CKEQK,Hombre,67,Sí,Sí,2024,4,10,28
1304-NECVQ,Mujer,70,No,No,2024,2,10,2
5396-IZEPB,Hombre,47,No,No,2024,8,23,9
1729-VLAZJ,Mujer,45,No,Sí,2023,6,24,10
8285-ABVLB,Mujer,51,Sí,,2023,6,26,70
0701-TJSEF,Hombre,46,No,No,2023,10,27,9
5712-VBOXD,Mujer,36,No,No,2024,2,22,4
6629-LADHQ,Mujer,40,No,,2023,11,4,2
8945-GRKHX,Mujer,53,No,Sí,2024,7,4,1
1559-DTODC,Hombre,39,No,No,2023,1,5,19
4797-MIWUM,Hombre,43,Sí,Sí,2023,1,31,7
6959-UWKHF,Hombre,64,No,No,2024,2,5,1
8720-RQSBJ,Hombre,35,No,No,2023,1,2,1
4537-CIBHB,Mujer,61,Sí,Sí,2023,2,21,9
3815-SLMEF,Mujer,32,No,No,2024,5,24,3
5154-VEKBL,Mujer,31,No,No,2024,5,24,9
4324-AHJKS,Mujer,60,No,No,2024,4,17,5
4355-CVPVS,Mujer,60,Sí,Sí,2023,1,31,56
4495-LHSSK,Mujer,51,No,Sí,2024,1,19,18
5655-JSMZM,Hombre,48,No,No,2024,5,26,49
5915-ANOEI,Hombre,41,Sí,No,2024,7,26,70
9861-PDSZP,Mujer,54,No,No,2024,8,31,72
4505-EXZHB,Mujer,43,No,No,2023,12,23,6
7225-CBZPL,Hombre,75,Sí,No,2023,3,31,17
6704-UTUKK,Hombre,73,Sí,No,2023,5,31,29
4587-VVTOX,Mujer,38,Sí,No,2023,11,9,6
2019-HDCZY,Hombre,67,Sí,No,2023,3,27,63
4652-NNHNY,Hombre,45,Sí,No,2023,7,5,16
8788-DOXSU,Hombre,53,No,No,2024,4,13,59
7404-JLKQG,Mujer,63,No,No,2023,5,26,3
7421-ZLUPA,Mujer,39,No,No,2023,10,9,8
8972-HJWNV,Mujer,38,Sí,No,2023,8,9,7
3274-NSDWE,Mujer,22,No,No,2024,5,30,68
2632-IVXVF,Mujer,41,Sí,Sí,2023,4,20,68
3692-JHONH,Mujer,46,Sí,No,2023,10,9,52
8915-NNTRC,Hombre,75,Sí,Sí,2023,10,28,72
5914-GXMDA,Mujer,71,Sí,No,2023,9,26,32
7463-IFMQU,Mujer,62,Sí,No,2023,11,24,72
2920-RNCEZ,Hombre,51,Sí,Sí,2024,4,25,1
2541-YGPKE,Hombre,53,Sí,Sí,2023,12,2,42
8515-OCTJS,Mujer,61,No,No,2023,2,20,25
5382-TEMLV,Hombre,20,No,No,2023,2,8,45
3441-CGZJH,Mujer,29,Sí,Sí,2023,9,20,43
9592-ERDKV,Hombre,32,,No,2023,10,24,37
2860-RANUS,Mujer,43,No,No,2023,9,3,20
5261-QSHQM,Mujer,45,No,No,2024,5,18,4
4778-IZARL,Hombre,71,Sí,No,2024,5,26,63
0432-CAJZV,Hombre,46,No,,2023,4,2,3
7008-LZVOZ,Hombre,58,Sí,Sí,2023,3,2,66
8868-WOZGU,Hombre,52,No,No,2023,3,8,28
1200-TUZHR,Mujer,37,No,No,2023,7,5,8
9365-CSLBQ,Hombre,45,No,Sí,2024,2,24,71
1334-FJSVR,Hombre,50,No,No,2023,2,4,1
5884-FBCTL,Mujer,27,Sí,Sí,2024,2,1,72
7130-CTCUS,Hombre,43,Sí,No,2023,11,11,16
6242-FEGFD,Hombre,31,Sí,No,2023,7,30,66
7625-XCQRH,Mujer,44,No,No,2024,3,29,11
7356-IWLFW,Hombre,53,Sí,Sí,2023,4,6,46
6194-HBGQN,Hombre,60,No,No,2024,3,10,51
7634-WSWDB,Mujer,53,No,Sí,2023,12,28,8
6986-IXNDM,Hombre,58,No,No,2023,8,6,14
1731-TVIUK,Mujer,50,,No,2023,8,20,4
2987-BJXIK,Mujer,45,No,No,2023,11,22,70
9769-TSBZE,Mujer,66,No,Sí,2023,12,22,70
0406-BPDVR,Mujer,39,Sí,,2024,4,1,54
0618-XWMSS,Hombre,29,No,Sí,2024,2,23,28
1395-WSWXR,Hombre,32,No,No,2023,12,28,24
3629-ZNKXA,Hombre,60,No,No,2023,4,4,17
6023-GSSXW,Mujer,56,Sí,No,2024,4,26,69
6752-APNJL,Hombre,55,Sí,Sí,2024,4,15,42
5276-KQWHG,Mujer,41,No,No,2024,3,8,2
0420-HLGXF,Mujer,42,No,No,2023,3,25,39
7446-KQISO,Hombre,28,Sí,Sí,2023,10,7,45
9823-EALYC,Hombre,62,Sí,,2023,5,5,72
0582-AVCLN,Mujer,60,No,No,2023,1,29,38
5803-NQJZO,Hombre,55,Sí,No,2024,8,10,72
2565-JSLRY,Hombre,54,No,No,2023,10,31,1
2607-DHDAK,Hombre,25,Sí,Sí,2023,11,26,72
1073-XXCZD,Hombre,25,Sí,,2023,9,20,55
0743-HRVFF,Mujer,71,Sí,Sí,2023,2,24,51
4006-HKYHO,Hombre,50,,No,2024,4,26,63
3727-JEZTU,Mujer,29,No,No,2023,8,27,1
8143-ETQTI,Mujer,22,Sí,Sí,2024,1,12,23
0078-XZMHT,Hombre,23,Sí,No,2023,12,8,72
6689-KXGBO,Mujer,55,No,No,2023,1,8,1
9667-TKTVZ,Mujer,65,No,No,2024,1,3,2
3657-COGMW,Mujer,52,No,No,2023,7,28,52
8570-KLJYJ,Mujer,65,No,No,2023,2,10,36
7754-IXRMC,Mujer,55,No,No,2023,12,7,1
9473-CBZOP,Mujer,70,No,No,2023,10,1,28
2969-WGHQO,Mujer,28,Sí,Sí,2024,1,30,7
6615-NGGZJ,Hombre,42,No,No,2023,2,3,14
4334-HOWRP,Hombre,69,Sí,No,2024,8,3,72
4255-DDUOU,Mujer,71,Sí,Sí,2024,5,31,1
5863-OOKCL,Mujer,50,No,No,2023,12,8,10
1686-STUHN,Hombre,62,No,No,2024,1,4,42
1329-VHWNP,Mujer,27,,No,2023,11,9,7
2984-MIIZL,Hombre,44,No,No,2024,4,22,4
0266-GMEAO,Hombre,73,Sí,Sí,2023,6,28,72
5590-YRFJT,Mujer,32,Sí,,2023,7,7,20
5574-NXZIU,Hombre,46,No,No,2023,7,21,63
0019-GFNTW,Mujer,56,No,No,2023,12,25,56
4256-ZWTZI,Mujer,59,No,Sí,2024,6,5,5
8309-PPCED,Mujer,46,Sí,No,2023,1,23,72
4098-NAUKP,Hombre,41,Sí,Sí,2024,4,10,68
5196-WPYOW,Hombre,32,Sí,Sí,2023,4,6,67
4608-LCIMN,Hombre,28,Sí,Sí,2023,4,25,8
1485-YDHMM,Hombre,38,Sí,Sí,2023,6,20,52
4054-CUMIA,Mujer,68,Sí,,2024,3,28,18
0603-TPMIB,Mujer,53,Sí,Sí,2024,1,5,59
2525-GVKQU,Mujer,74,No,No,2023,3,10,60
8161-QYMTT,Hombre,73,No,,2024,4,5,7
9581-GVBXT,Hombre,34,Sí,Sí,2023,4,25,59
5862-BRIXZ,Hombre,70,No,No,2023,1,23,46
5404-GGUKR,Hombre,23,No,No,2023,12,4,5
0484-JPBRU,Hombre,43,No,No,2024,8,1,41
3308-JSGML,Hombre,41,Sí,No,2024,3,23,59
2126-GSEGL,Mujer,69,Sí,,2024,3,26,70
3677-TNKIO,Mujer,74,No,No,2023,1,9,14
0440-QEXBZ,Mujer,33,No,No,2024,2,1,44
2434-EEVDB,Mujer,36,Sí,No,2024,7,15,64
6762-QVYJO,Mujer,57,Sí,Sí,2024,3,28,58
6199-IWKGC,Mujer,21,Sí,No,2024,7,6,46
2675-DHUTR,Hombre,32,Sí,No,2023,10,30,58
8152-VETUR,Mujer,73,Sí,No,2023,10,21,72
9667-EQRXU,Mujer,55,No,No,2023,7,28,30
7446-YPODE,Hombre,26,No,,2023,9,5,11
9522-BNTHX,Mujer,24,No,No,2023,11,27,34
4676-WLUHT,Hombre,44,No,No,2023,11,11,54
3329-WDIOK,Mujer,24,No,No,2024,7,30,3
7980-MHFLQ,Mujer,49,Sí,,2024,6,22,72
2873-ZLIWT,Mujer,49,Sí,Sí,2023,1,24,40
3415-TAILE,Mujer,57,Sí,Sí,2024,3,31,2
0757-WCUUZ,Hombre,23,Sí,Sí,2023,8,4,54
1629-DQQVB,Mujer,43,No,No,2023,8,3,14
1915-IOFGU,Mujer,40,No,No,2023,1,10,1
3045-XETSH,Mujer,22,No,No,2023,3,10,10
0374-AACSZ,Mujer,55,No,No,2023,10,8,1
7239-HZZCX,Hombre,56,No,No,2024,5,7,1
4872-VXRIL,Hombre,69,No,No,2024,3,20,56
9140-CZQZZ,Mujer,50,Sí,No,2024,7,27,68
3423-HHXAO,Mujer,42,Sí,Sí,2024,8,20,14
9938-TKDGL,Hombre,32,Sí,Sí,2023,12,29,68
0531-ZZJWQ,Hombre,55,Sí,No,2023,7,28,55
6537-QLGEX,Mujer,25,No,No,2023,11,11,16
2688-BHGOG,Hombre,66,No,No,2023,4,3,9
7683-CBDKJ,Hombre,61,Sí,Sí,2023,12,6,14
0946-CLJTI,Hombre,22,Sí,No,2024,2,9,58
3160-TYXLT,Hombre,59,No,No,2023,6,28,53
1325-USMEC,Hombre,73,Sí,No,2023,12,9,70
0916-QOFDP,Mujer,30,Sí,Sí,2024,7,22,14
0628-CNQRM,Hombre,46,Sí,Sí,2024,3,20,22
5606-AMZBO,Mujer,38,,No,2024,2,3,10
6199-IPCAO,Mujer,74,Sí,Sí,2024,6,30,29
7665-TOALD,Mujer,27,No,No,2024,5,9,1
0112-QWPNC,Hombre,32,Sí,No,2024,3,4,49
0324-BRPCJ,Mujer,64,Sí,No,2023,3,25,68
2777-PHDEI,Mujer,66,No,No,2023,4,15,1
5640-CAXOA,Mujer,69,No,No,2024,7,6,30
2235-EZAIK,Mujer,51,Sí,No,2024,2,1,72
3847-BAERP,Mujer,73,No,No,2023,12,2,10
1196-AMORA,Hombre,66,No,No,2023,10,23,7
4282-YMKNA,Mujer,49,No,No,2023,2,28,9
1453-RZFON,Mujer,60,No,Sí,2023,11,26,1
8263-OKETD,Mujer,59,No,No,2023,10,8,20
0670-KDOMA,Mujer,31,No,,2024,3,26,1
2476-YGEFM,Mujer,45,No,No,2024,8,10,29
8687-BAFGU,Hombre,58,No,No,2024,4,25,1
0641-EVBOJ,Hombre,59,No,No,2023,9,27,3
0829-XXPLX,Mujer,39,No,No,2024,4,26,20
