Identificador Usuario,Tipo Suscripción,Ingresos Mensuales,Día Suscripción,Mes Suscripción,Año Suscripción,Día Último Pago,Mes Último Pago,Año Último Pago,País,Edad,Género,Dispositivo,Duración Plan
1491,Premium,14,11,09,23,05,07,24,Reino Unido,42,Femenino,Ordenador,6 Meses
1492,Básica,10,09,09,23,05,07,24,Canadá,48,Femenino,Ordenador,6 Meses
1493,Estándar,12,12,08,23,03,07,24,EEUU,37,Femenino,Ordenador,3 Meses
1494,Premium,14,04,08,23,06,07,24,Australia,51,Femenino,Smartphone,3 Meses
1495,Básica,10,04,08,23,06,07,24,Italia,29,Femenino,Tablet,3 Meses
1496,Básica,10,31,07,23,05,07,24,Australia,46,Masculino,Tablet,12 Meses
1497,Básica,10,29,07,23,03,07,24,Alemania,35,Masculino,Smart TV,3 Meses
1498,Estándar,12,14,07,23,05,07,24,España,44,Femenino,Smartphone,1 Mes
1499,Premium,14,13,07,23,06,07,24,,36,Masculino,Smart TV,6 Meses
1500,Básica,10,11,07,23,05,07,24,Alemania,38,Femenino,Tablet,12 Meses
1501,Básica,10,12,07,23,03,07,24,Canadá,36,Masculino,Smart TV,6 Meses
1502,Premium,14,11,07,23,05,07,24,Alemania,40,Femenino,Ordenador,3 Meses
1503,Estándar,12,02,07,23,05,07,24,Alemania,29,Masculino,Ordenador,1 Mes
1504,Estándar,12,30,06,23,06,07,24,España,32,Masculino,Smart TV,6 Meses
1505,Básica,10,30,06,23,05,07,24,Italia,30,Masculino,Ordenador,6 Meses
1506,Premium,14,29,06,23,05,07,24,Australia,47,Masculino,Smartphone,6 Meses
1507,Estándar,12,30,06,23,04,07,24,España,28,Femenino,Tablet,1 Mes
1508,Básica,10,24,06,23,05,07,24,Alemania,49,Masculino,Ordenador,1 Mes
1509,Estándar,12,25,06,23,04,07,24,EEUU,50,Masculino,Smartphone,3 Meses
1510,Premium,14,25,06,23,07,07,24,,33,Masculino,Smart TV,3 Meses
1511,Básica,10,26,06,23,04,07,24,Canadá,50,Masculino,Smart TV,12 Meses
1512,Premium,14,27,06,23,06,07,24,España,28,Femenino,Smart TV,12 Meses
1513,Estándar,12,29,06,23,06,07,24,Francia,41,Masculino,Smartphone,3 Meses
1514,Básica,10,01,07,23,07,07,24,EEUU,30,Femenino,Smartphone,1 Mes
1515,Estándar,12,03,07,23,04,07,24,Australia,32,Masculino,Smart TV,3 Meses
1516,Premium,14,12,07,23,07,07,24,Australia,50,Masculino,Ordenador,6 Meses
1517,Básica,10,15,07,23,05,07,24,,28,Femenino,Smart TV,6 Meses
1518,Estándar,12,19,07,23,07,07,24,Francia,45,Masculino,Smart TV,6 Meses
1519,Premium,14,27,07,23,05,07,24,Reino Unido,31,Masculino,Tablet,1 Mes
1520,Básica,10,29,07,23,06,07,24,Brasil,27,Femenino,Smartphone,6 Meses
1521,Premium,14,06,08,23,05,07,24,Reino Unido,49,Masculino,Tablet,1 Mes
1522,Básica,10,13,08,23,06,07,24,Canadá,32,Femenino,Ordenador,3 Meses
1523,Estándar,12,14,08,23,05,07,24,Brasil,38,Masculino,Smart TV,1 Mes
1524,Estándar,12,20,08,23,07,07,24,Francia,39,Masculino,Smartphone,1 Mes
1525,Básica,10,24,08,23,04,07,24,Alemania,50,Femenino,Tablet,6 Meses
1526,Premium,14,28,08,23,06,07,24,Australia,51,Masculino,Tablet,1 Mes
1527,Básica,10,05,09,23,05,07,24,EEUU,32,Femenino,Smart TV,6 Meses
1528,Estándar,12,10,09,23,07,07,24,,45,Femenino,Smart TV,12 Meses
1529,Premium,14,11,09,23,04,07,24,España,31,Femenino,Ordenador,12 Meses
1530,Básica,10,14,09,23,06,07,24,España,44,Masculino,Smartphone,1 Mes
1531,Premium,14,21,09,23,05,07,24,Méjico,30,Femenino,Tablet,12 Meses
1532,Básica,10,26,09,23,07,07,24,Alemania,44,Femenino,Tablet,1 Mes
1533,Estándar,12,30,09,23,03,07,24,Australia,37,Masculino,Tablet,1 Mes
1534,Estándar,12,02,10,23,06,07,24,EEUU,30,Femenino,Tablet,1 Mes
1535,Básica,10,06,10,23,05,07,24,,31,Femenino,Smart TV,1 Mes
1536,Premium,14,07,10,23,06,07,24,,31,Femenino,Ordenador,6 Meses
1537,Básica,10,09,10,23,06,07,24,Italia,44,Masculino,Tablet,12 Meses
1538,Estándar,12,11,10,23,05,07,24,Canadá,44,Femenino,Smart TV,6 Meses
1539,Premium,14,12,10,23,05,07,24,Australia,34,Masculino,Ordenador,12 Meses
1540,Básica,10,16,10,23,06,07,24,Francia,42,Masculino,Ordenador,1 Mes
1541,Premium,14,17,10,23,07,07,24,Reino Unido,33,Masculino,Smartphone,6 Meses
1542,Básica,10,21,10,23,07,07,24,Méjico,35,Masculino,Smart TV,1 Mes
1543,Estándar,12,23,10,23,06,07,24,Alemania,34,Femenino,Ordenador,3 Meses
1544,Estándar,12,25,10,23,05,07,24,Alemania,47,Masculino,Tablet,6 Meses
1545,Básica,10,27,10,23,06,07,24,Italia,43,Femenino,Ordenador,3 Meses
1546,Premium,14,29,10,23,08,07,24,Reino Unido,43,Masculino,Smart TV,6 Meses
1547,Básica,10,01,11,23,05,07,24,Francia,35,Femenino,Smartphone,3 Meses
1548,Estándar,12,04,11,23,06,07,24,Alemania,39,Masculino,Tablet,1 Mes
1549,Premium,14,04,11,23,06,07,24,Italia,39,Masculino,Tablet,1 Mes
1550,Básica,10,04,11,23,07,07,24,Méjico,49,Femenino,Smart TV,3 Meses
1551,Premium,14,05,11,23,04,07,24,Reino Unido,30,Masculino,Tablet,3 Meses
1552,Básica,10,02,11,23,05,07,24,Italia,87,Femenino,Tablet,3 Meses
1553,Estándar,12,03,11,23,06,07,24,EEUU,39,Masculino,Tablet,6 Meses
1554,Estándar,12,30,10,23,06,07,24,Italia,30,Femenino,Ordenador,1 Mes
1555,Básica,10,31,10,23,04,07,24,España,43,Femenino,Smartphone,6 Meses
1556,Premium,14,14,10,23,05,07,24,EEUU,29,Femenino,Smartphone,1 Mes
1557,Básica,10,26,09,23,05,07,24,Italia,46,Masculino,Smart TV,12 Meses
1558,Estándar,12,17,09,23,06,07,24,Francia,35,Masculino,Smartphone,12 Meses
1559,Premium,14,16,09,23,03,07,24,,30,Masculino,Tablet,1 Mes
1560,Básica,10,12,09,23,07,07,24,Australia,39,Femenino,Smart TV,12 Meses
1561,Premium,14,12,09,23,06,07,24,Canadá,41,Masculino,Ordenador,1 Mes
1562,Básica,10,29,08,23,05,07,24,España,27,Masculino,Smartphone,6 Meses
1563,Estándar,12,25,08,23,03,07,24,Australia,42,Masculino,Ordenador,1 Mes
1564,Estándar,12,15,08,23,06,07,24,Reino Unido,45,Femenino,Tablet,6 Meses
1565,Básica,10,11,08,23,07,07,24,Francia,36,Femenino,Smart TV,1 Mes
1566,Premium,14,10,08,23,06,07,24,Australia,35,Masculino,Ordenador,1 Mes
1567,Básica,10,26,07,23,04,07,24,Brasil,38,Masculino,Smartphone,1 Mes
1568,Estándar,12,19,07,23,06,07,24,España,41,Femenino,Smart TV,3 Meses
1569,Premium,14,17,07,23,06,07,24,EEUU,43,Masculino,Tablet,6 Meses
1570,Básica,10,17,07,23,06,07,24,Alemania,44,Masculino,Tablet,1 Mes
1571,Básica,10,17,07,23,04,07,24,España,35,Masculino,Tablet,6 Meses
1572,Básica,10,11,07,23,06,07,24,Alemania,39,Masculino,Ordenador,1 Mes
1573,Estándar,12,07,07,23,05,07,24,Canadá,43,Masculino,Smart TV,1 Mes
1574,Premium,14,07,07,23,06,07,24,,36,Masculino,Smart TV,3 Meses
1575,Básica,10,08,07,23,05,07,24,,49,Femenino,Ordenador,12 Meses
1576,Básica,10,06,07,23,08,07,24,Reino Unido,29,Femenino,Smartphone,12 Meses
1577,Premium,14,03,07,23,04,07,24,,45,Masculino,Tablet,1 Mes
1578,Estándar,12,30,06,23,06,07,24,Canadá,44,Femenino,Ordenador,1 Mes
1579,Estándar,12,27,06,23,04,07,24,Australia,40,Femenino,Smart TV,1 Mes
1580,Básica,10,26,06,23,08,07,24,Australia,51,Femenino,Smart TV,12 Meses
1581,Premium,14,27,06,23,05,07,24,Canadá,30,Femenino,Smart TV,1 Mes
1582,Estándar,12,28,06,23,08,07,24,EEUU,50,Masculino,Smart TV,3 Meses
1583,Básica,10,30,06,23,06,07,24,Australia,39,Masculino,Tablet,1 Mes
1584,Estándar,12,02,07,23,07,07,24,Alemania,51,Masculino,Tablet,1 Mes
1585,Premium,14,05,07,23,05,07,24,Brasil,42,Masculino,Ordenador,6 Meses
1586,Básica,10,11,07,23,07,07,24,Alemania,34,Femenino,Tablet,1 Mes
1587,Premium,14,18,07,23,06,07,24,España,28,Masculino,Tablet,1 Mes
1588,Estándar,12,25,07,23,07,07,24,Alemania,43,Masculino,Tablet,1 Mes
1589,Básica,10,28,07,23,06,07,24,Australia,27,Femenino,Tablet,1 Mes
1590,Estándar,12,05,08,23,08,07,24,EEUU,49,Femenino,Smart TV,3 Meses
1591,Premium,14,09,08,23,05,07,24,Alemania,35,Femenino,Ordenador,1 Mes
1592,Básica,10,14,08,23,06,07,24,Reino Unido,34,Masculino,Tablet,1 Mes
1593,Estándar,12,15,08,23,05,07,24,Brasil,28,Masculino,Smartphone,1 Mes
1594,Premium,14,16,08,23,07,07,24,Italia,49,Femenino,Tablet,1 Mes
1595,Básica,10,25,08,23,04,07,24,Alemania,51,Femenino,Tablet,6 Meses
1596,Premium,14,27,08,23,06,07,24,Reino Unido,36,Masculino,Ordenador,6 Meses
1597,Básica,10,06,09,23,06,07,24,Australia,37,Masculino,Smart TV,3 Meses
1598,Estándar,12,08,09,23,07,07,24,,48,Masculino,Ordenador,6 Meses
1599,Estándar,12,13,09,23,04,07,24,Alemania,45,Femenino,Smart TV,3 Meses
1600,Básica,10,15,09,23,06,07,24,Alemania,39,Masculino,Tablet,6 Meses
1601,Premium,14,19,09,23,05,07,24,Alemania,39,Masculino,Smartphone,1 Mes
1602,Básica,10,22,09,23,07,07,24,Italia,46,Femenino,Smart TV,12 Meses
1603,Estándar,12,24,09,23,06,07,24,,30,Femenino,Smartphone,3 Meses
1604,Premium,14,30,09,23,06,07,24,Canadá,32,Femenino,Smartphone,1 Mes
1605,Básica,10,03,10,23,05,07,24,Reino Unido,39,Masculino,Ordenador,1 Mes
1606,Premium,14,08,10,23,07,07,24,Canadá,35,Femenino,Smartphone,1 Mes
1607,Básica,10,09,10,23,07,07,24,Brasil,41,Femenino,Smartphone,12 Meses
1608,Estándar,12,12,10,23,08,07,24,Francia,32,Femenino,Smart TV,1 Mes
1609,Estándar,12,15,10,23,06,07,24,Reino Unido,41,Femenino,Smart TV,3 Meses
1610,Básica,10,17,10,23,06,07,24,EEUU,36,Femenino,Smart TV,1 Mes
1611,Premium,14,19,10,23,07,07,24,España,49,Masculino,Ordenador,1 Mes
1612,Básica,10,22,10,23,09,07,24,Alemania,30,Femenino,Smartphone,12 Meses
1613,Estándar,12,23,10,23,06,07,24,,40,Femenino,Smartphone,6 Meses
1614,Premium,14,27,10,23,07,07,24,Italia,46,Femenino,Tablet,3 Meses
1615,Básica,10,28,10,23,06,07,24,,30,Femenino,Smart TV,3 Meses
1616,Premium,14,01,11,23,08,07,24,Italia,48,Masculino,Ordenador,1 Mes
1617,Básica,10,04,11,23,05,07,24,Brasil,50,Masculino,Tablet,1 Mes
1618,Estándar,12,05,11,23,06,07,24,EEUU,27,Masculino,Smart TV,1 Mes
1619,Estándar,12,04,11,23,07,07,24,España,51,Femenino,Ordenador,6 Meses
1620,Básica,10,05,11,23,07,07,24,EEUU,38,Masculino,Smartphone,1 Mes
1621,Premium,14,04,11,23,05,07,24,Australia,39,Masculino,Ordenador,12 Meses
1622,Básica,10,05,11,23,05,07,24,EEUU,45,Femenino,Smart TV,3 Meses
1623,Estándar,12,03,11,23,06,07,24,Canadá,29,Masculino,Ordenador,3 Meses
1624,Premium,14,31,10,23,07,07,24,EEUU,35,Masculino,Smartphone,1 Mes
1625,Básica,10,26,10,23,04,07,24,España,51,Femenino,Smart TV,6 Meses
1626,Premium,14,16,10,23,06,07,24,Francia,51,Masculino,Smart TV,12 Meses
1627,Básica,10,16,10,23,07,07,24,Alemania,42,Femenino,Smartphone,12 Meses
1628,Estándar,12,17,09,23,06,07,24,España,48,Femenino,Ordenador,3 Meses
1629,Estándar,12,12,09,23,04,07,24,Reino Unido,40,Masculino,Smart TV,6 Meses
1630,Básica,10,13,09,23,07,07,24,España,39,Masculino,Smart TV,6 Meses
1631,Premium,14,09,09,23,07,07,24,Australia,44,Masculino,Ordenador,1 Mes
1632,Básica,10,03,09,23,06,07,24,Alemania,27,Femenino,Ordenador,12 Meses
1633,Estándar,12,31,08,23,05,07,24,Alemania,35,Masculino,Tablet,12 Meses
1634,Premium,14,25,08,23,07,07,24,EEUU,45,Masculino,Smart TV,12 Meses
1635,Básica,10,15,08,23,07,07,24,EEUU,33,Masculino,Tablet,1 Mes
1636,Premium,14,16,08,23,07,07,24,Australia,32,Femenino,Smart TV,3 Meses
1637,Básica,10,28,07,23,05,07,24,España,51,Femenino,Ordenador,1 Mes
1638,Estándar,12,28,07,23,06,07,24,EEUU,40,Femenino,Tablet,3 Meses
1639,Estándar,12,22,07,23,06,07,24,Alemania,47,Masculino,Ordenador,1 Mes
1640,Básica,10,19,07,23,06,07,24,Reino Unido,42,Masculino,Smart TV,1 Mes
1641,Premium,14,16,07,23,06,07,24,Australia,41,Masculino,Tablet,1 Mes
1642,Básica,10,15,07,23,09,07,24,Italia,43,Masculino,Tablet,1 Mes
1643,Estándar,12,16,07,23,05,07,24,Australia,42,Femenino,Tablet,1 Mes
1644,Premium,14,09,07,23,06,07,24,EEUU,28,Masculino,Smartphone,6 Meses
1645,Básica,10,07,07,23,05,07,24,Francia,40,Femenino,Ordenador,1 Mes
1646,Básica,10,07,07,23,09,07,24,Canadá,46,Femenino,Tablet,12 Meses
1647,Básica,10,06,07,23,05,07,24,Australia,39,Femenino,Ordenador,6 Meses
1648,Estándar,12,30,06,23,06,07,24,España,41,Femenino,Smartphone,1 Mes
1649,Premium,14,27,06,23,05,07,24,Alemania,30,Masculino,Tablet,1 Mes
1650,Básica,10,28,06,23,08,07,24,EEUU,32,Masculino,Tablet,1 Mes
1651,Básica,10,28,06,23,06,07,24,Francia,38,Masculino,Smart TV,12 Meses
1652,Premium,14,29,06,23,08,07,24,Italia,38,Masculino,Tablet,6 Meses
1653,Estándar,12,01,07,23,06,07,24,Italia,32,Masculino,Smartphone,6 Meses
1654,Estándar,12,03,07,23,07,07,24,Reino Unido,27,Masculino,Tablet,1 Mes
1655,Básica,10,04,07,23,06,07,24,Reino Unido,50,Femenino,Tablet,1 Mes
1656,Premium,14,10,07,23,07,07,24,Méjico,30,Masculino,Smartphone,1 Mes
1657,Estándar,12,23,07,23,06,07,24,EEUU,49,Masculino,Smartphone,1 Mes
1658,Básica,10,24,07,23,07,07,24,Francia,32,Femenino,Ordenador,12 Meses
1659,Estándar,12,26,07,23,06,07,24,Francia,35,Masculino,Smartphone,1 Mes
1660,Premium,14,07,08,23,08,07,24,Francia,44,Masculino,Tablet,3 Meses
1661,Básica,10,10,08,23,05,07,24,Canadá,49,Femenino,Ordenador,12 Meses
1662,Premium,14,14,08,23,06,07,24,Canadá,39,Masculino,Smartphone,1 Mes
1663,Estándar,12,16,08,23,06,07,24,Reino Unido,38,Femenino,Smartphone,1 Mes
1664,Básica,10,20,08,23,08,07,24,Méjico,38,Femenino,Ordenador,12 Meses
1665,Estándar,12,25,08,23,05,07,24,EEUU,37,Masculino,Smartphone,1 Mes
1666,Premium,14,28,07,24,07,07,24,Reino Unido,28,Masculino,Ordenador,3 Meses
1667,Básica,10,05,09,23,06,07,24,Francia,49,Masculino,Tablet,1 Mes
1668,Estándar,12,08,09,23,08,07,24,Italia,33,Femenino,Tablet,1 Mes
1669,Premium,14,14,09,23,05,07,24,Australia,48,Masculino,Tablet,1 Mes
1670,Básica,10,16,09,23,06,07,24,Alemania,34,Masculino,Tablet,3 Meses
1671,Premium,14,19,09,23,06,07,24,Italia,39,Femenino,Smartphone,1 Mes
1672,Básica,10,23,09,23,07,07,24,Brasil,30,Masculino,Tablet,1 Mes
1673,Estándar,12,29,09,23,07,07,24,Francia,37,Masculino,Tablet,6 Meses
1674,Estándar,12,02,10,23,06,07,24,Canadá,38,Masculino,Smart TV,6 Meses
1675,Básica,10,08,10,23,05,07,24,Francia,42,Femenino,Ordenador,6 Meses
1676,Premium,14,09,10,23,07,07,24,Italia,35,Femenino,Ordenador,3 Meses
1677,Básica,10,11,10,23,08,07,24,Francia,30,Masculino,Tablet,1 Mes
1678,Estándar,12,14,10,23,09,07,24,,48,Femenino,Smart TV,1 Mes
1679,Premium,14,16,10,23,06,07,24,Alemania,48,Masculino,Tablet,1 Mes
1680,Básica,10,18,10,23,07,07,24,Canadá,32,Masculino,Ordenador,6 Meses
1681,Premium,14,22,10,23,07,07,24,Canadá,27,Masculino,Smart TV,1 Mes
1682,Básica,10,23,10,23,09,07,24,Alemania,48,Femenino,Ordenador,12 Meses
1683,Estándar,12,26,10,23,06,07,24,Francia,33,Masculino,Ordenador,3 Meses
1684,Estándar,12,27,10,23,07,07,24,Francia,28,Masculino,Smartphone,3 Meses
1685,Básica,10,31,10,23,07,07,24,,46,Masculino,Ordenador,1 Mes
1686,Premium,14,01,11,23,08,07,24,Alemania,40,Masculino,Ordenador,12 Meses
1687,Básica,10,03,11,23,05,07,24,Alemania,49,Masculino,Smartphone,12 Meses
1688,Estándar,12,04,11,23,06,07,24,España,41,Femenino,Tablet,6 Meses
1689,Premium,14,05,11,23,07,07,24,España,38,Masculino,Tablet,1 Mes
1690,Básica,10,05,11,23,07,07,24,Reino Unido,42,Femenino,Ordenador,12 Meses
1691,Premium,14,05,11,23,05,07,24,España,27,Femenino,Smart TV,3 Meses
1692,Básica,10,05,11,23,06,07,24,Australia,41,Femenino,Tablet,1 Mes
1693,Estándar,12,03,11,23,07,07,24,Australia,41,Femenino,Tablet,6 Meses
1694,Estándar,12,27,10,23,07,07,24,Canadá,49,Masculino,Ordenador,1 Mes
1695,Básica,10,24,10,23,04,07,24,Brasil,28,Femenino,Smartphone,1 Mes
1696,Premium,14,17,10,23,07,07,24,EEUU,44,Masculino,Ordenador,3 Meses
1697,Básica,10,06,10,23,07,07,24,EEUU,47,Femenino,Tablet,12 Meses
1698,Estándar,12,18,09,23,06,07,24,EEUU,29,Masculino,Tablet,1 Mes
1699,Premium,14,17,09,23,04,07,24,EEUU,31,Femenino,Ordenador,1 Mes
1700,Básica,10,13,09,23,08,07,24,Australia,28,Femenino,Smart TV,1 Mes
1701,Premium,14,09,09,23,07,07,24,Francia,32,Masculino,Smart TV,1 Mes
1702,Básica,10,02,09,23,07,07,24,Italia,43,Masculino,Smartphone,1 Mes
1703,Estándar,12,01,09,23,06,07,24,EEUU,48,Masculino,Smart TV,1 Mes
1704,Estándar,12,16,08,23,07,07,24,Reino Unido,28,Masculino,Ordenador,1 Mes
1705,Básica,10,17,07,24,07,07,24,España,31,Femenino,Tablet,6 Meses
1706,Premium,14,29,07,23,07,07,24,EEUU,47,Masculino,Ordenador,1 Mes
1707,Básica,10,28,07,23,06,07,24,Alemania,39,Femenino,Smartphone,1 Mes
1708,Estándar,12,25,07,23,07,07,24,Alemania,35,Masculino,Smartphone,3 Meses
1709,Premium,14,26,07,23,06,07,24,Alemania,42,Femenino,Smartphone,3 Meses
1710,Básica,10,17,07,23,07,07,24,Reino Unido,30,Masculino,Smart TV,3 Meses
1711,Premium,14,16,07,23,06,07,24,EEUU,34,Masculino,Smartphone,1 Mes
1712,Básica,10,17,07,23,09,07,24,Australia,35,Masculino,Smartphone,6 Meses
1713,Estándar,12,16,07,23,06,07,24,,31,Femenino,Tablet,1 Mes
1714,Estándar,12,16,07,23,07,07,24,EEUU,36,Femenino,Tablet,12 Meses
1715,Básica,10,12,07,23,06,07,24,Australia,31,Femenino,Ordenador,1 Mes
1716,Premium,14,10,07,23,09,07,24,EEUU,32,Masculino,Smart TV,1 Mes
1717,Básica,10,08,07,23,07,07,24,Australia,46,Femenino,Smartphone,3 Meses
1718,Estándar,12,29,06,23,07,07,24,Canadá,30,Masculino,Tablet,1 Mes
1719,Premium,14,29,06,23,06,07,24,Canadá,46,Masculino,Ordenador,1 Mes
1720,Básica,10,28,06,23,08,07,24,Canadá,44,Femenino,Tablet,12 Meses
1721,Básica,10,29,06,23,06,07,24,Italia,34,Masculino,Tablet,1 Mes
1722,Básica,10,01,07,23,08,07,24,Alemania,31,Masculino,Tablet,1 Mes
1723,Estándar,12,02,07,23,06,07,24,Reino Unido,34,Masculino,Smart TV,6 Meses
1724,Premium,14,04,07,23,08,07,24,Canadá,28,Masculino,Ordenador,1 Mes
1725,Básica,10,08,07,23,07,07,24,España,36,Femenino,Smartphone,1 Mes
1726,Básica,10,20,07,23,09,07,24,EEUU,48,Femenino,Ordenador,12 Meses
1727,Premium,14,23,07,23,06,07,24,Brasil,40,Masculino,Smartphone,3 Meses
1728,Estándar,12,26,07,23,07,07,24,Alemania,35,Masculino,Smartphone,6 Meses
1729,Estándar,12,30,07,23,07,07,24,Reino Unido,41,Masculino,Ordenador,1 Mes
1730,Básica,10,08,08,23,08,07,24,Australia,28,Femenino,Smartphone,1 Mes
1731,Premium,14,13,08,23,05,07,24,Canadá,37,Masculino,Tablet,1 Mes
1732,Estándar,12,14,08,23,07,07,24,Alemania,33,Masculino,Smartphone,1 Mes
1733,Básica,10,16,08,23,06,07,24,Canadá,27,Femenino,Tablet,12 Meses
1734,Estándar,12,19,08,23,08,07,24,Alemania,35,Masculino,Tablet,3 Meses
1735,Premium,14,27,08,23,06,07,24,Australia,27,Masculino,Smartphone,1 Mes
1736,Básica,10,04,09,23,07,07,24,Reino Unido,29,Femenino,Smartphone,3 Meses
1737,Premium,14,05,09,23,06,07,24,EEUU,28,Femenino,Ordenador,12 Meses
1738,Estándar,12,13,09,23,08,07,24,Canadá,33,Femenino,Smartphone,1 Mes
1739,Básica,10,16,09,23,05,07,24,Francia,35,Femenino,Smartphone,1 Mes
1740,Estándar,12,18,09,23,06,07,24,Alemania,37,Femenino,Ordenador,1 Mes
1741,Premium,14,20,09,23,06,07,24,Reino Unido,31,Masculino,Smartphone,12 Meses
1742,Básica,10,29,09,23,07,07,24,Canadá,27,Masculino,Ordenador,1 Mes
1743,Estándar,12,30,09,23,08,07,24,EEUU,48,Masculino,Tablet,6 Meses
1744,Premium,14,04,10,23,10,07,24,España,30,Femenino,Smart TV,3 Meses
1745,Básica,10,08,10,23,07,07,24,Méjico,45,Masculino,Tablet,1 Mes
1746,Premium,14,10,10,23,07,07,24,EEUU,28,Masculino,Smart TV,12 Meses
1747,Básica,10,12,10,23,08,07,24,Reino Unido,30,Femenino,Ordenador,3 Meses
1748,Estándar,12,14,10,23,10,07,24,Brasil,48,Masculino,Smartphone,1 Mes
1749,Estándar,12,16,10,23,07,07,24,EEUU,37,Femenino,Ordenador,12 Meses
1750,Básica,10,21,10,23,07,07,24,Brasil,28,Femenino,Smartphone,12 Meses
1751,Premium,14,23,10,23,07,07,24,Italia,43,Femenino,Tablet,12 Meses
1752,Básica,10,25,10,23,09,07,24,EEUU,36,Masculino,Ordenador,6 Meses
1753,Estándar,12,26,10,23,06,07,24,EEUU,47,Masculino,Ordenador,6 Meses
1754,Premium,14,29,10,23,07,07,24,España,42,Masculino,Smart TV,1 Mes
1755,Básica,10,31,10,23,07,07,24,Australia,50,Masculino,Ordenador,1 Mes
1756,Premium,14,02,11,23,08,07,24,España,41,Masculino,Tablet,6 Meses
1757,Básica,10,03,11,23,05,07,24,Australia,43,Masculino,Ordenador,3 Meses
1758,Estándar,12,05,11,23,07,07,24,Australia,35,Masculino,Ordenador,1 Mes
1759,Estándar,12,06,11,23,07,07,24,Australia,51,Masculino,Smart TV,12 Meses
1760,Básica,10,06,11,23,07,07,24,EEUU,35,Masculino,Tablet,6 Meses
1761,Premium,14,07,11,23,05,07,24,Australia,37,Masculino,Smart TV,3 Meses
1762,Básica,10,04,11,23,06,07,24,EEUU,28,Femenino,Smartphone,1 Mes
1763,Estándar,12,02,11,23,07,07,24,Australia,32,Femenino,Smartphone,1 Mes
1764,Premium,14,27,10,23,07,07,24,España,37,Femenino,Tablet,12 Meses
1765,Básica,10,18,10,23,05,07,24,Australia,37,Femenino,Tablet,6 Meses
1766,Premium,14,07,10,23,08,07,24,España,34,Femenino,Smart TV,3 Meses
1767,Básica,10,04,10,23,07,07,24,Australia,30,Femenino,Tablet,1 Mes
1768,Estándar,12,17,09,23,07,07,24,EEUU,35,Masculino,Tablet,12 Meses
1769,Estándar,12,15,09,23,06,07,24,Italia,41,Femenino,Ordenador,3 Meses
1770,Básica,10,10,09,23,08,07,24,Brasil,50,Femenino,Tablet,1 Mes
1771,Premium,14,09,09,23,08,07,24,Brasil,48,Femenino,Ordenador,1 Mes
1772,Básica,10,09,09,23,08,07,24,Reino Unido,29,Masculino,Smart TV,12 Meses
1773,Estándar,12,07,09,23,06,07,24,Australia,37,Masculino,Tablet,1 Mes
1774,Premium,14,08,09,23,08,07,24,Reino Unido,36,Femenino,Tablet,1 Mes
1775,Básica,10,14,08,23,07,07,24,EEUU,45,Masculino,Tablet,12 Meses
1776,Premium,14,06,08,23,08,07,24,Alemania,27,Femenino,Smart TV,12 Meses
1777,Básica,10,06,08,23,06,07,24,EEUU,31,Femenino,Tablet,3 Meses
1778,Estándar,12,29,07,23,09,07,24,Australia,42,Femenino,Tablet,3 Meses
1779,Estándar,12,28,07,23,06,07,24,Australia,43,Femenino,Smartphone,1 Mes
1780,Básica,10,24,07,23,07,07,24,España,43,Masculino,Smart TV,12 Meses
1781,Premium,14,22,07,23,06,07,24,Italia,35,Femenino,Ordenador,1 Mes
1782,Básica,10,19,07,23,10,07,24,EEUU,51,Masculino,Ordenador,1 Mes
1783,Estándar,12,17,07,23,07,07,24,Australia,42,Femenino,Smartphone,3 Meses
1784,Premium,14,16,07,23,07,07,24,EEUU,36,Masculino,Tablet,6 Meses
1785,Básica,10,13,07,23,07,07,24,España,50,Femenino,Tablet,12 Meses
1786,Premium,14,14,07,23,09,07,24,,43,Femenino,Ordenador,12 Meses
1787,Básica,10,07,07,23,07,07,24,Canadá,28,Masculino,Ordenador,6 Meses
1788,Estándar,12,06,07,23,09,07,24,Reino Unido,48,Femenino,Smart TV,3 Meses
1789,Estándar,12,30,06,23,07,07,24,EEUU,47,Femenino,Tablet,12 Meses
1790,Básica,10,30,06,23,09,07,24,Italia,31,Masculino,Smart TV,1 Mes
1791,Premium,14,01,07,23,06,07,24,Reino Unido,45,Masculino,Ordenador,1 Mes
1792,Básica,10,02,07,23,09,07,24,Alemania,45,Femenino,Tablet,12 Meses
1793,Estándar,12,03,07,23,06,07,24,Italia,42,Femenino,Smart TV,3 Meses
1794,Premium,14,06,07,23,08,07,24,Australia,36,Femenino,Tablet,3 Meses
1795,Básica,10,07,07,23,07,07,24,Méjico,32,Masculino,Smart TV,3 Meses
1796,Básica,10,15,07,23,09,07,24,Méjico,50,Masculino,Tablet,6 Meses
1797,Básica,10,17,07,23,06,07,24,Australia,39,Masculino,Smart TV,12 Meses
1798,Estándar,12,26,07,23,08,07,24,EEUU,51,Masculino,Smartphone,1 Mes
1799,Premium,14,05,08,23,07,07,24,Italia,49,Femenino,Tablet,3 Meses
1800,Básica,10,12,08,23,09,07,24,Italia,85,Masculino,Tablet,1 Mes
1801,Básica,10,14,08,23,06,07,24,Italia,46,Masculino,Tablet,1 Mes
1802,Premium,14,15,08,23,07,07,24,Alemania,30,Masculino,Smartphone,6 Meses
1803,Estándar,12,18,08,23,07,07,24,Francia,48,Masculino,Smart TV,6 Meses
